,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,Book
960,0,1,0,0,2,0,1,2,0,3,3,Ikigai
961,0,2,0,0,1,0,1,1,0,2,2,Ikigai
962,0,0,0,0,0,0,0,0,0,0,0,Ikigai
963,0,0,0,0,0,0,0,0,0,0,0,Ikigai
964,0,1,0,0,1,0,1,1,0,1,1,Ikigai
965,0,0,0,0,0,0,0,0,0,0,0,Ikigai
966,0,0,0,0,0,0,0,0,0,0,0,Ikigai
967,0,0,0,0,0,0,0,0,0,0,0,Ikigai
968,0,0,0,0,0,0,0,0,0,0,0,Ikigai
969,0,0,0,0,0,0,0,0,0,0,0,Ikigai
970,0,1,0,0,1,0,1,2,0,1,1,Ikigai
971,0,0,0,0,0,0,0,1,0,1,1,Ikigai
972,0,1,0,0,1,0,1,1,0,1,1,Ikigai
973,0,1,0,0,1,0,1,1,0,1,1,Ikigai
974,0,0,0,0,0,0,0,0,0,2,2,Ikigai
975,0,1,0,0,1,0,1,1,0,1,1,Ikigai
976,0,1,1,1,1,1,1,1,1,1,0,Ikigai
977,0,0,0,0,0,0,0,0,0,0,0,Ikigai
978,0,0,0,0,0,0,0,0,0,1,1,Ikigai
979,0,0,0,0,0,0,0,0,0,0,0,Ikigai
980,0,0,0,0,0,0,0,0,0,0,0,Ikigai
981,0,1,1,0,0,0,0,0,1,0,-1,Ikigai
982,0,0,0,0,1,0,0,1,0,1,1,Ikigai
983,0,0,0,0,0,0,0,0,1,0,-1,Ikigai
984,0,0,0,0,0,0,0,0,0,0,0,Ikigai
985,0,0,0,0,0,0,0,0,0,0,0,Ikigai
986,0,0,0,0,0,0,0,0,0,0,0,Ikigai
987,0,0,0,0,0,0,0,0,1,0,-1,Ikigai
988,0,0,0,0,0,0,0,0,0,0,0,Ikigai
989,0,1,0,0,1,0,1,1,0,1,1,Ikigai
990,0,0,0,0,0,0,0,0,0,0,0,Ikigai
991,0,0,0,0,0,1,0,1,1,0,-1,Ikigai
992,0,0,0,0,0,0,0,0,0,0,0,Ikigai
993,0,0,0,0,0,0,0,0,0,0,0,Ikigai
994,0,0,0,0,2,0,0,1,0,2,2,Ikigai
995,0,0,0,0,0,0,0,0,0,0,0,Ikigai
996,0,0,0,0,1,0,0,1,0,1,1,Ikigai
997,0,0,0,0,0,0,0,0,0,2,2,Ikigai
998,0,0,0,0,0,0,0,0,0,0,0,Ikigai
999,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1000,1,0,1,1,0,1,0,1,1,0,-1,Ikigai
1001,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1002,0,0,0,0,0,1,0,0,1,0,-1,Ikigai
1003,0,0,0,0,2,0,0,2,0,2,2,Ikigai
1004,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1005,0,0,0,0,1,0,0,0,0,1,1,Ikigai
1006,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1007,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1008,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1009,0,0,0,0,1,0,1,1,0,1,1,Ikigai
1010,0,2,0,0,1,0,1,1,0,2,2,Ikigai
1011,0,1,0,0,1,0,1,1,0,3,3,Ikigai
1012,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1013,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1014,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1015,0,1,0,0,0,0,0,0,1,1,0,Ikigai
1016,0,1,0,0,1,0,0,1,0,1,1,Ikigai
1017,0,0,0,0,0,0,0,1,0,1,1,Ikigai
1018,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1019,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1020,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1021,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1022,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1023,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1024,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1025,0,0,0,0,0,0,0,0,0,2,2,Ikigai
1026,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1027,0,0,0,0,1,0,0,0,0,1,1,Ikigai
1028,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1029,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1030,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1031,0,0,0,0,1,0,0,0,0,1,1,Ikigai
1032,0,0,0,0,0,0,0,1,0,1,1,Ikigai
1033,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1034,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1035,0,0,0,0,0,0,0,2,0,0,0,Ikigai
1036,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1037,0,0,0,0,0,0,0,1,0,1,1,Ikigai
1038,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1039,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1040,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1041,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1042,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1043,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1044,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1045,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1046,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1047,0,0,1,0,0,1,0,0,3,0,-3,Ikigai
1048,0,1,0,0,2,0,1,2,0,2,2,Ikigai
1049,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1050,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1051,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1052,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1053,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1054,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1055,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1056,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1057,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1058,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1059,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1060,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1061,0,0,0,0,0,0,0,1,0,0,0,Ikigai
1062,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1063,0,0,0,0,1,0,0,1,0,1,1,Ikigai
1064,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1065,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1066,0,0,0,0,0,0,0,1,1,1,0,Ikigai
1067,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1068,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1069,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1070,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1071,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1072,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1073,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1074,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1075,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1076,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1077,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1078,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1079,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1080,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1081,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1082,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1083,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1084,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1085,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1086,0,0,0,0,0,0,1,0,0,1,1,Ikigai
1087,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1088,0,0,0,0,1,0,1,1,0,1,1,Ikigai
1089,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1090,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1091,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1092,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1093,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1094,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1095,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1096,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1097,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1098,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1099,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1100,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1101,0,1,0,0,1,0,0,1,0,1,1,Ikigai
1102,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1103,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1104,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1105,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1106,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1107,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1108,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1109,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1110,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1111,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1112,0,0,0,0,0,0,0,4,0,4,4,Ikigai
1113,1,5,1,2,4,2,2,5,2,8,6,Ikigai
1114,0,2,0,0,6,0,2,4,1,9,8,Ikigai
1115,1,3,1,2,2,2,1,6,3,10,7,Ikigai
1116,0,4,0,0,5,0,2,4,1,7,6,Ikigai
1117,0,9,1,1,8,0,3,11,2,19,17,Ikigai
1118,2,8,1,2,13,1,5,13,4,27,23,Ikigai
1119,2,9,2,3,10,4,5,11,6,23,17,Ikigai
1120,2,9,1,2,9,0,2,6,1,13,12,Ikigai
1121,0,8,0,0,6,0,2,9,1,10,9,Ikigai
1122,1,1,0,1,2,0,0,4,1,5,4,Ikigai
1123,2,6,1,2,7,2,4,11,7,26,19,Ikigai
1124,0,0,0,0,1,0,0,2,0,4,4,Ikigai
1125,0,5,0,1,2,0,0,4,0,5,5,Ikigai
1126,3,15,3,3,15,5,6,14,4,26,22,Ikigai
1127,0,2,0,0,2,0,3,5,1,9,8,Ikigai
1128,0,3,0,0,6,0,1,4,1,7,6,Ikigai
1129,1,3,1,1,3,1,1,4,0,6,6,Ikigai
1130,0,6,0,0,7,1,3,7,1,10,9,Ikigai
1131,0,4,0,0,2,0,1,5,1,8,7,Ikigai
1132,1,0,0,0,3,0,0,5,3,8,5,Ikigai
1133,1,3,0,2,1,1,2,2,4,3,-1,Ikigai
1134,1,2,1,0,1,1,1,1,1,4,3,Ikigai
1135,0,0,0,1,0,1,0,1,1,1,0,Ikigai
1136,0,5,0,1,7,1,2,5,0,10,10,Ikigai
1137,3,5,2,3,5,3,3,6,4,12,8,Ikigai
1138,1,0,1,0,3,0,0,2,2,8,6,Ikigai
1139,0,1,0,1,0,1,0,0,1,2,1,Ikigai
1140,0,1,0,0,2,0,1,2,0,5,5,Ikigai
1141,0,5,0,1,5,1,1,4,1,7,6,Ikigai
1142,0,1,0,0,2,0,1,3,1,4,3,Ikigai
1143,0,0,0,0,1,0,0,3,0,6,6,Ikigai
1144,1,1,0,1,0,0,0,1,1,0,-1,Ikigai
1145,0,1,0,0,2,0,0,2,0,2,2,Ikigai
1146,0,4,0,0,3,0,0,4,1,4,3,Ikigai
1147,1,3,0,0,4,0,3,5,0,5,5,Ikigai
1148,0,2,0,2,2,1,2,3,2,3,1,Ikigai
1149,0,0,0,0,0,0,0,1,1,2,1,Ikigai
1150,0,2,0,0,2,0,2,3,1,4,3,Ikigai
1151,0,1,0,0,1,0,0,1,0,4,4,Ikigai
1152,0,1,0,0,0,0,0,0,1,2,1,Ikigai
1153,0,1,0,0,1,0,1,1,1,1,0,Ikigai
1154,0,1,0,0,1,0,0,2,0,2,2,Ikigai
1155,0,1,0,0,2,0,0,1,0,4,4,Ikigai
1156,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1157,0,1,1,1,1,2,1,1,2,3,1,Ikigai
1158,0,3,0,0,1,0,0,1,0,1,1,Ikigai
1159,1,2,0,0,2,0,2,2,0,4,4,Ikigai
1160,0,1,0,0,3,0,1,4,0,7,7,Ikigai
1161,0,1,0,0,1,0,0,1,1,3,2,Ikigai
1162,0,0,0,0,0,0,0,1,0,2,2,Ikigai
1163,0,3,0,0,2,0,1,2,0,6,6,Ikigai
1164,0,0,0,0,1,0,0,3,0,5,5,Ikigai
1165,1,4,0,0,4,0,3,3,0,5,5,Ikigai
1166,0,1,0,0,1,0,1,1,0,4,4,Ikigai
1167,0,1,0,0,1,0,1,1,0,2,2,Ikigai
1168,0,2,0,0,1,0,1,1,0,2,2,Ikigai
1169,1,1,0,0,1,1,1,1,1,1,0,Ikigai
1170,0,0,0,0,1,0,0,0,0,1,1,Ikigai
1171,0,2,0,0,2,0,1,1,0,2,2,Ikigai
1172,0,0,0,0,0,0,0,0,0,2,2,Ikigai
1173,0,0,0,0,0,0,0,0,0,2,2,Ikigai
1174,0,2,0,0,1,0,2,2,0,3,3,Ikigai
1175,0,0,0,0,1,0,0,2,0,2,2,Ikigai
1176,0,1,0,0,1,0,0,1,0,2,2,Ikigai
1177,0,1,0,0,0,0,0,0,1,0,-1,Ikigai
1178,0,4,0,0,3,0,0,4,0,3,3,Ikigai
1179,0,1,0,1,1,0,1,2,1,3,2,Ikigai
1180,0,4,0,1,2,0,1,1,1,3,2,Ikigai
1181,0,0,0,0,2,0,0,0,0,3,3,Ikigai
1182,0,2,1,0,1,0,0,0,1,1,0,Ikigai
1183,0,0,0,0,1,0,0,1,0,2,2,Ikigai
1184,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1185,0,1,0,0,1,0,0,0,0,1,1,Ikigai
1186,0,2,0,0,2,0,1,1,0,3,3,Ikigai
1187,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1188,0,0,0,0,1,0,0,1,0,3,3,Ikigai
1189,0,0,0,0,0,0,0,0,0,2,2,Ikigai
1190,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1191,0,3,0,0,3,0,0,1,0,3,3,Ikigai
1192,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1193,1,1,1,0,1,1,1,0,1,2,1,Ikigai
1194,0,0,0,0,1,0,0,1,0,2,2,Ikigai
1195,0,1,0,0,1,0,0,1,0,1,1,Ikigai
1196,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1197,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1198,0,2,1,0,1,0,1,1,1,2,1,Ikigai
1199,0,1,0,0,1,0,1,0,0,1,1,Ikigai
1200,0,2,0,0,1,0,0,2,0,2,2,Ikigai
1201,0,0,0,0,1,0,0,1,0,1,1,Ikigai
1202,0,0,0,0,1,0,0,1,0,3,3,Ikigai
1203,0,1,0,0,1,0,1,1,0,2,2,Ikigai
1204,2,0,2,1,0,2,0,1,3,1,-2,Ikigai
1205,0,0,0,0,0,0,0,1,0,1,1,Ikigai
1206,0,2,0,0,2,0,0,2,0,2,2,Ikigai
1207,0,3,0,0,3,0,1,3,0,4,4,Ikigai
1208,0,0,0,1,0,2,0,0,2,0,-2,Ikigai
1209,0,1,0,0,0,0,0,0,0,0,0,Ikigai
1210,0,0,0,0,0,0,0,1,0,1,1,Ikigai
1211,0,1,0,0,0,0,0,1,0,0,0,Ikigai
1212,0,1,0,0,2,0,1,1,0,3,3,Ikigai
1213,0,2,0,0,1,0,1,1,0,3,3,Ikigai
1214,0,1,0,0,0,0,0,0,0,1,1,Ikigai
1215,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1216,0,1,0,0,1,0,0,1,0,2,2,Ikigai
1217,0,2,0,0,2,0,2,3,0,4,4,Ikigai
1218,0,0,0,0,1,0,0,0,0,1,1,Ikigai
1219,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1220,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1221,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1222,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1223,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1224,0,2,0,0,2,0,0,2,0,4,4,Ikigai
1225,0,0,0,0,1,0,0,1,0,1,1,Ikigai
1226,0,1,0,0,1,0,1,0,0,1,1,Ikigai
1227,0,1,0,0,2,0,1,2,0,2,2,Ikigai
1228,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1229,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1230,0,1,0,0,1,0,1,1,0,2,2,Ikigai
1231,0,1,0,0,1,0,0,1,0,3,3,Ikigai
1232,1,1,1,0,1,0,1,1,1,2,1,Ikigai
1233,0,0,0,0,1,0,0,1,0,1,1,Ikigai
1234,0,2,0,0,1,0,1,0,0,1,1,Ikigai
1235,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1236,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1237,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1238,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1239,0,0,0,0,1,0,0,0,0,2,2,Ikigai
1240,0,0,0,0,1,0,0,1,0,2,2,Ikigai
1241,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1242,0,1,0,0,1,0,1,0,0,2,2,Ikigai
1243,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1244,0,1,0,0,0,0,0,0,0,0,0,Ikigai
1245,0,0,0,0,1,0,1,1,0,1,1,Ikigai
1246,0,0,0,0,0,0,0,0,0,2,2,Ikigai
1247,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1248,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1249,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1250,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1251,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1252,0,0,0,0,0,0,0,1,0,1,1,Ikigai
1253,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1254,0,2,0,0,1,0,1,2,0,3,3,Ikigai
1255,0,4,0,0,4,0,0,3,1,8,7,Ikigai
1256,0,1,0,0,1,0,0,1,1,2,1,Ikigai
1257,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1258,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1259,0,3,0,0,3,0,2,3,0,3,3,Ikigai
1260,0,0,0,0,0,0,0,1,0,1,1,Ikigai
1261,0,1,0,0,1,0,1,2,0,2,2,Ikigai
1262,1,0,0,0,2,0,0,1,1,2,1,Ikigai
1263,0,0,0,0,0,0,0,1,0,3,3,Ikigai
1264,0,2,0,0,2,1,0,2,1,3,2,Ikigai
1265,0,1,0,0,1,0,1,2,0,2,2,Ikigai
1266,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1267,1,1,0,0,1,0,1,1,0,1,1,Ikigai
1268,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1269,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1270,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1271,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1272,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1273,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1274,0,0,0,0,1,0,1,1,0,1,1,Ikigai
1275,0,0,0,0,0,0,0,0,1,0,-1,Ikigai
1276,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1277,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1278,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1279,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1280,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1281,0,0,0,0,0,1,0,0,1,0,-1,Ikigai
1282,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1283,0,5,0,0,6,0,4,6,1,7,6,Ikigai
1284,0,0,0,0,1,0,0,3,0,5,5,Ikigai
1285,0,1,0,1,0,0,0,1,1,1,0,Ikigai
1286,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1287,3,2,1,3,2,3,2,3,9,8,-1,Ikigai
1288,0,0,0,0,2,0,0,0,0,2,2,Ikigai
1289,0,2,0,0,2,0,2,2,0,2,2,Ikigai
1290,0,1,0,1,0,0,0,0,1,1,0,Ikigai
1291,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1292,0,2,0,0,2,1,2,1,0,2,2,Ikigai
1293,0,1,0,0,1,0,0,1,1,2,1,Ikigai
1294,0,2,0,0,3,1,0,2,1,6,5,Ikigai
1295,2,5,1,0,4,2,3,6,4,11,7,Ikigai
1296,1,2,1,0,1,2,1,3,3,3,0,Ikigai
1297,1,4,1,2,3,1,1,3,2,3,1,Ikigai
1298,0,0,0,0,0,0,0,0,0,3,3,Ikigai
1299,0,2,1,1,1,0,1,4,1,4,3,Ikigai
1300,0,0,0,0,3,0,2,2,0,7,7,Ikigai
1301,0,1,0,0,3,0,2,5,0,5,5,Ikigai
1302,3,11,1,2,11,2,5,13,8,18,10,Ikigai
1303,1,0,1,1,0,2,0,1,2,5,3,Ikigai
1304,0,0,0,0,1,0,0,1,0,2,2,Ikigai
1305,0,0,0,0,0,0,0,2,0,0,0,Ikigai
1306,0,3,0,0,2,1,2,5,1,6,5,Ikigai
1307,0,0,0,0,1,0,0,2,0,1,1,Ikigai
1308,0,2,0,0,3,0,1,4,0,6,6,Ikigai
1309,0,4,0,0,4,0,2,5,1,10,9,Ikigai
1310,0,0,0,0,1,0,0,3,0,6,6,Ikigai
1311,0,2,0,0,1,0,0,2,0,5,5,Ikigai
1312,0,0,0,0,0,0,0,1,0,5,5,Ikigai
1313,0,4,0,0,3,0,1,5,0,9,9,Ikigai
1314,2,0,2,0,0,1,0,3,2,4,2,Ikigai
1315,1,6,0,2,6,2,3,9,2,18,16,Ikigai
1316,1,4,1,0,5,1,1,9,7,21,14,Ikigai
1317,0,1,0,1,4,1,1,8,2,8,6,Ikigai
1318,0,2,0,2,3,1,2,2,1,4,3,Ikigai
1319,0,1,0,0,1,0,0,2,0,5,5,Ikigai
1320,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1321,0,1,0,1,2,1,1,1,0,3,3,Ikigai
1322,0,2,0,0,1,0,0,0,0,2,2,Ikigai
1323,1,6,0,2,4,0,1,3,2,11,9,Ikigai
1324,0,1,0,0,0,1,0,0,0,3,3,Ikigai
1325,0,0,0,0,2,0,0,1,0,2,2,Ikigai
1326,0,4,1,0,3,1,1,2,0,10,10,Ikigai
1327,0,0,0,1,2,1,0,2,2,4,2,Ikigai
1328,1,2,1,0,0,0,1,2,1,3,2,Ikigai
1329,0,2,0,0,1,1,1,1,2,3,1,Ikigai
1330,1,4,0,0,4,0,1,4,1,8,7,Ikigai
1331,0,1,0,1,1,0,0,0,2,1,-1,Ikigai
1332,0,1,0,1,1,0,0,2,1,4,3,Ikigai
1333,0,0,0,0,2,0,0,4,0,9,9,Ikigai
1334,0,2,0,0,3,0,0,3,2,7,5,Ikigai
1335,0,1,0,0,2,0,0,4,0,6,6,Ikigai
1336,0,1,0,1,2,0,0,2,0,3,3,Ikigai
1337,0,1,0,0,1,0,0,2,1,7,6,Ikigai
1338,0,2,0,0,1,0,0,2,1,1,0,Ikigai
1339,1,2,1,0,1,0,0,2,3,3,0,Ikigai
1340,1,2,0,0,2,1,1,2,2,7,5,Ikigai
1341,0,2,0,0,4,1,2,7,7,5,-2,Ikigai
1342,0,1,0,0,1,1,1,1,0,2,2,Ikigai
1343,0,1,0,0,0,0,0,2,0,2,2,Ikigai
1344,0,0,0,0,0,0,0,1,0,2,2,Ikigai
1345,1,1,1,0,1,0,0,3,3,7,4,Ikigai
1346,0,2,0,0,3,0,0,2,0,4,4,Ikigai
1347,0,3,0,1,1,1,0,5,1,4,3,Ikigai
1348,0,1,0,1,1,0,1,1,0,3,3,Ikigai
1349,1,0,0,0,0,0,0,2,1,3,2,Ikigai
1350,0,3,0,0,0,0,0,0,0,1,1,Ikigai
1351,1,0,0,1,1,1,1,1,1,1,0,Ikigai
1352,1,3,0,0,3,1,1,3,1,8,7,Ikigai
1353,0,3,0,0,2,1,2,5,0,6,6,Ikigai
1354,0,3,0,0,2,0,2,2,0,4,4,Ikigai
1355,0,2,0,0,2,1,2,2,0,3,3,Ikigai
1356,1,1,0,0,0,0,0,1,1,1,0,Ikigai
1357,0,2,0,0,2,0,1,1,0,4,4,Ikigai
1358,0,2,0,0,1,0,0,1,0,3,3,Ikigai
1359,0,0,0,0,1,1,1,3,1,4,3,Ikigai
1360,0,2,0,0,2,0,2,2,0,4,4,Ikigai
1361,0,1,0,0,1,0,0,2,0,5,5,Ikigai
1362,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1363,0,1,0,0,1,0,1,1,0,1,1,Ikigai
1364,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1365,0,3,0,0,1,0,0,1,0,3,3,Ikigai
1366,1,1,0,0,1,0,0,1,1,3,2,Ikigai
1367,0,1,0,0,1,0,1,1,1,1,0,Ikigai
1368,0,0,0,1,0,0,0,1,0,3,3,Ikigai
1369,0,0,0,0,2,0,0,2,0,4,4,Ikigai
1370,1,3,1,1,2,2,1,2,1,2,1,Ikigai
1371,0,1,0,0,1,0,1,3,0,3,3,Ikigai
1372,0,2,1,0,2,2,2,2,0,4,4,Ikigai
1373,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1374,0,2,0,0,1,0,0,1,1,3,2,Ikigai
1375,0,0,0,0,0,0,0,1,0,1,1,Ikigai
1376,0,0,0,0,0,0,0,0,0,1,1,Ikigai
1377,0,2,0,0,2,1,1,2,1,2,1,Ikigai
1378,0,0,0,0,0,0,0,1,0,0,0,Ikigai
1379,0,1,0,0,1,0,0,3,0,4,4,Ikigai
1380,0,2,0,0,2,0,1,2,0,2,2,Ikigai
1381,0,0,0,1,1,0,0,1,0,3,3,Ikigai
1382,0,1,0,0,0,0,0,0,0,0,0,Ikigai
1383,0,0,0,0,1,0,0,1,0,1,1,Ikigai
1384,0,1,0,0,1,0,1,1,0,2,2,Ikigai
1385,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1386,0,0,0,0,2,0,0,1,0,2,2,Ikigai
1387,0,1,0,0,0,0,0,1,0,1,1,Ikigai
1388,0,0,0,0,0,0,0,3,0,4,4,Ikigai
1389,0,1,0,0,1,0,1,2,0,3,3,Ikigai
1390,2,2,2,1,1,0,0,1,2,1,-1,Ikigai
1391,0,1,0,0,2,1,0,2,1,3,2,Ikigai
1392,0,1,0,0,1,0,0,1,0,4,4,Ikigai
1393,0,0,0,0,0,0,0,0,1,2,1,Ikigai
1394,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1395,0,1,0,1,1,0,1,0,1,1,0,Ikigai
1396,0,4,0,0,3,1,3,2,0,5,5,Ikigai
1397,0,2,0,0,2,1,1,2,0,4,4,Ikigai
1398,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1399,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1400,0,1,0,0,1,1,1,1,0,1,1,Ikigai
1401,0,1,0,0,0,0,0,1,1,3,2,Ikigai
1402,0,3,0,0,2,0,1,2,0,3,3,Ikigai
1403,0,0,0,0,1,0,0,1,0,1,1,Ikigai
1404,0,1,0,0,2,0,1,4,0,4,4,Ikigai
1405,0,0,0,0,0,0,0,1,0,2,2,Ikigai
1406,0,3,0,0,3,0,3,1,0,3,3,Ikigai
1407,0,1,0,0,1,0,1,1,0,2,2,Ikigai
1408,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1409,0,0,0,0,0,0,0,0,0,0,0,Ikigai
1410,0,1,0,0,1,0,0,2,0,3,3,Ikigai
