,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,Book
1217,0,1,0,0,1,0,0,0,1,2,1,Subconcious
1218,0,2,0,1,3,0,1,3,0,3,3,Subconcious
1219,0,0,0,0,0,0,0,1,0,2,2,Subconcious
1220,0,2,0,0,3,0,2,3,0,4,4,Subconcious
1221,0,0,0,0,0,0,0,1,1,3,2,Subconcious
1222,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1223,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1224,0,0,0,1,0,0,0,0,0,0,0,Subconcious
1225,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1226,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1227,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1228,0,2,0,2,2,0,1,2,0,2,2,Subconcious
1229,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1230,0,0,0,1,0,0,0,1,0,0,0,Subconcious
1231,0,2,0,0,2,0,1,3,0,4,4,Subconcious
1232,0,1,0,0,1,0,1,0,1,2,1,Subconcious
1233,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1234,0,0,0,0,1,0,0,2,0,3,3,Subconcious
1235,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1236,0,0,0,0,0,0,0,1,0,2,2,Subconcious
1237,0,0,0,0,0,0,0,1,0,1,1,Subconcious
1238,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1239,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1240,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1241,0,1,0,0,1,0,0,1,0,1,1,Subconcious
1242,1,1,1,1,1,0,0,1,0,1,1,Subconcious
1243,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1244,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1245,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1246,0,0,0,0,0,0,0,1,0,2,2,Subconcious
1247,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1248,0,1,0,1,2,0,1,2,0,2,2,Subconcious
1249,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1250,0,1,0,0,0,0,0,0,0,1,1,Subconcious
1251,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1252,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1253,0,0,0,0,2,0,0,2,0,4,4,Subconcious
1254,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1255,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1256,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1257,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1258,0,0,0,0,0,0,0,1,0,2,2,Subconcious
1259,0,1,0,0,1,0,1,1,0,2,2,Subconcious
1260,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1261,0,0,0,0,1,0,1,1,0,1,1,Subconcious
1262,0,2,0,0,2,0,1,2,0,3,3,Subconcious
1263,0,3,0,0,1,0,1,3,0,4,4,Subconcious
1264,0,0,0,1,0,0,0,0,0,0,0,Subconcious
1265,0,1,0,0,1,0,0,1,0,2,2,Subconcious
1266,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1267,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1268,0,0,0,0,1,0,0,1,0,2,2,Subconcious
1269,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1270,1,1,1,1,1,1,1,1,1,1,0,Subconcious
1271,1,0,1,1,1,1,0,0,2,1,-1,Subconcious
1272,0,0,0,1,0,0,0,0,0,0,0,Subconcious
1273,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1274,0,1,0,0,0,0,0,0,0,0,0,Subconcious
1275,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1276,0,1,0,0,0,0,0,0,0,1,1,Subconcious
1277,0,1,0,1,1,0,1,1,0,1,1,Subconcious
1278,0,1,0,0,0,0,0,0,0,0,0,Subconcious
1279,0,1,0,0,2,1,1,2,1,2,1,Subconcious
1280,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1281,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1282,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1283,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1284,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1285,0,0,0,0,1,0,0,2,0,2,2,Subconcious
1286,0,1,0,0,2,0,1,2,0,2,2,Subconcious
1287,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1288,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1289,0,1,0,0,0,0,0,0,0,2,2,Subconcious
1290,0,1,1,0,2,0,2,2,0,3,3,Subconcious
1291,0,0,0,0,0,0,0,0,1,0,-1,Subconcious
1292,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1293,0,0,0,0,0,0,0,1,0,2,2,Subconcious
1294,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1295,0,1,0,0,1,0,1,2,0,2,2,Subconcious
1296,0,0,0,0,1,0,1,1,0,1,1,Subconcious
1297,1,1,0,0,2,0,1,2,0,3,3,Subconcious
1298,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1299,0,1,0,0,2,0,1,2,0,2,2,Subconcious
1300,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1301,0,2,0,0,2,0,0,5,0,4,4,Subconcious
1302,0,0,0,0,0,0,0,1,0,1,1,Subconcious
1303,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1304,0,1,0,0,0,0,0,0,0,2,2,Subconcious
1305,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1306,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1307,0,0,0,0,0,0,0,0,0,2,2,Subconcious
1308,0,0,0,1,0,1,0,0,1,0,-1,Subconcious
1309,0,1,0,0,1,0,1,2,0,2,2,Subconcious
1310,0,1,0,1,1,1,1,1,1,5,4,Subconcious
1311,0,2,1,0,1,0,1,1,0,1,1,Subconcious
1312,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1313,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1314,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1315,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1316,0,3,0,0,1,0,0,3,0,4,4,Subconcious
1317,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1318,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1319,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1320,0,0,0,0,1,0,0,1,0,2,2,Subconcious
1321,0,1,0,1,0,1,0,0,0,1,1,Subconcious
1322,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1323,1,2,1,2,1,0,0,1,0,2,2,Subconcious
1324,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1325,0,0,0,0,2,0,0,2,0,2,2,Subconcious
1326,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1327,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1328,0,0,0,0,1,0,0,0,0,1,1,Subconcious
1329,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1330,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1331,0,0,1,1,0,0,0,1,1,1,0,Subconcious
1332,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1333,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1334,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1335,0,1,1,1,1,1,1,1,2,1,-1,Subconcious
1336,0,0,0,0,0,0,0,1,0,1,1,Subconcious
1337,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1338,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1339,0,0,0,0,0,0,0,1,0,2,2,Subconcious
1340,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1341,0,0,0,0,0,0,0,0,0,2,2,Subconcious
1342,0,1,0,0,0,0,0,1,0,1,1,Subconcious
1343,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1344,0,0,0,0,1,0,0,1,0,4,4,Subconcious
1345,0,1,0,0,1,0,0,1,0,2,2,Subconcious
1346,0,0,0,0,0,0,0,0,1,1,0,Subconcious
1347,0,0,0,1,1,0,1,1,0,1,1,Subconcious
1348,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1349,1,0,0,1,0,0,0,1,1,4,3,Subconcious
1350,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1351,0,0,0,0,0,0,0,0,1,0,-1,Subconcious
1352,0,0,0,0,0,0,0,1,0,1,1,Subconcious
1353,1,1,1,0,0,0,0,1,1,3,2,Subconcious
1354,1,1,2,1,1,2,1,1,2,1,-1,Subconcious
1355,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1356,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1357,0,3,0,0,2,0,1,2,0,3,3,Subconcious
1358,0,1,0,0,1,0,0,2,0,2,2,Subconcious
1359,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1360,0,0,0,1,0,0,0,0,0,0,0,Subconcious
1361,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1362,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1363,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1364,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1365,0,2,0,1,3,0,1,2,0,3,3,Subconcious
1366,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1367,1,2,0,1,1,0,1,2,0,3,3,Subconcious
1368,0,1,0,0,0,0,0,0,0,0,0,Subconcious
1369,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1370,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1371,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1372,0,0,0,0,0,0,0,0,0,2,2,Subconcious
1373,0,0,0,1,0,0,0,0,0,0,0,Subconcious
1374,0,4,1,0,3,0,1,2,1,5,4,Subconcious
1375,0,0,0,1,0,1,0,1,1,0,-1,Subconcious
1376,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1377,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1378,0,0,0,0,0,0,0,1,0,3,3,Subconcious
1379,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1380,0,0,0,0,0,0,0,0,0,4,4,Subconcious
1381,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1382,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1383,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1384,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1385,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1386,0,0,0,0,1,0,0,0,0,1,1,Subconcious
1387,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1388,0,3,0,0,4,0,2,3,0,6,6,Subconcious
1389,0,0,0,0,0,0,0,2,0,3,3,Subconcious
1390,0,0,0,0,0,0,0,1,0,0,0,Subconcious
1391,0,0,0,0,1,0,0,1,0,2,2,Subconcious
1392,0,3,0,0,2,0,1,2,0,3,3,Subconcious
1393,0,0,0,1,0,0,0,0,0,0,0,Subconcious
1394,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1395,0,1,0,0,1,0,0,0,1,3,2,Subconcious
1396,0,0,2,0,0,0,0,0,2,0,-2,Subconcious
1397,1,0,1,1,1,0,0,1,1,1,0,Subconcious
1398,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1399,0,1,0,0,2,0,0,2,0,2,2,Subconcious
1400,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1401,0,0,0,1,0,1,0,0,1,0,-1,Subconcious
1402,0,1,0,0,1,0,1,2,0,3,3,Subconcious
1403,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1404,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1405,0,1,0,0,0,0,0,0,0,1,1,Subconcious
1406,1,0,0,1,0,1,0,1,1,3,2,Subconcious
1407,1,2,1,2,3,0,0,2,0,3,3,Subconcious
1408,0,0,0,0,1,0,1,1,0,2,2,Subconcious
1409,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1410,0,1,0,1,1,0,1,2,0,2,2,Subconcious
1411,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1412,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1413,0,0,0,0,2,0,0,2,0,2,2,Subconcious
1414,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1415,0,0,0,0,1,0,0,1,0,2,2,Subconcious
1416,0,0,0,1,0,0,0,0,0,0,0,Subconcious
1417,0,3,0,0,3,0,1,3,0,4,4,Subconcious
1418,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1419,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1420,0,2,0,0,1,0,0,1,0,1,1,Subconcious
1421,1,1,1,1,1,0,0,1,0,1,1,Subconcious
1422,0,1,0,0,1,0,1,1,0,2,2,Subconcious
1423,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1424,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1425,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1426,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1427,0,0,0,0,0,0,0,0,0,2,2,Subconcious
1428,1,1,1,1,3,1,1,2,1,3,2,Subconcious
1429,0,1,0,0,2,0,0,2,0,2,2,Subconcious
1430,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1431,0,0,0,1,1,1,0,1,0,1,1,Subconcious
1432,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1433,0,0,0,0,0,0,0,1,0,2,2,Subconcious
1434,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1435,0,0,0,0,1,0,0,1,0,2,2,Subconcious
1436,0,1,0,0,1,0,1,0,0,1,1,Subconcious
1437,0,1,0,0,1,0,0,2,0,3,3,Subconcious
1438,0,1,0,0,1,0,1,1,0,2,2,Subconcious
1439,0,0,0,1,0,0,0,0,0,0,0,Subconcious
1440,0,0,0,0,0,0,0,1,0,1,1,Subconcious
1441,0,0,0,0,0,0,0,0,0,2,2,Subconcious
1442,0,2,0,0,3,0,2,2,0,3,3,Subconcious
1443,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1444,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1445,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1446,0,1,0,0,1,0,1,1,0,2,2,Subconcious
1447,0,1,0,0,1,1,0,1,1,2,1,Subconcious
1448,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1449,0,0,0,1,0,0,0,0,0,0,0,Subconcious
1450,0,0,0,0,0,0,0,1,0,3,3,Subconcious
1451,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1452,0,1,0,0,0,0,0,0,0,1,1,Subconcious
1453,0,1,0,0,2,0,0,1,0,3,3,Subconcious
1454,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1455,0,0,0,1,0,0,0,0,0,1,1,Subconcious
1456,0,2,0,1,1,0,1,1,0,2,2,Subconcious
1457,0,0,0,1,0,0,0,0,0,0,0,Subconcious
1458,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1459,0,0,0,0,0,0,0,1,0,2,2,Subconcious
1460,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1461,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1462,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1463,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1464,0,2,0,0,2,0,2,2,0,2,2,Subconcious
1465,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1466,0,1,0,0,1,0,0,1,0,2,2,Subconcious
1467,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1468,0,2,0,0,1,0,1,1,0,1,1,Subconcious
1469,1,0,0,0,0,0,0,0,1,0,-1,Subconcious
1470,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1471,0,1,0,0,1,0,0,0,0,2,2,Subconcious
1472,0,0,0,0,1,0,1,1,0,1,1,Subconcious
1473,0,0,0,1,2,1,0,2,1,2,1,Subconcious
1474,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1475,0,1,0,0,2,0,1,3,0,3,3,Subconcious
1476,2,3,1,0,3,0,3,3,1,4,3,Subconcious
1477,0,2,0,0,2,0,1,1,0,5,5,Subconcious
1478,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1479,0,1,0,0,2,0,1,1,0,2,2,Subconcious
1480,0,0,0,0,1,0,1,1,0,1,1,Subconcious
1481,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1482,0,1,0,0,1,0,0,0,0,2,2,Subconcious
1483,0,1,0,0,1,0,0,2,0,1,1,Subconcious
1484,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1485,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1486,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1487,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1488,0,0,0,0,0,0,0,0,0,2,2,Subconcious
1489,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1490,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1491,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1492,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1493,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1494,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1495,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1496,0,0,0,1,0,0,0,0,0,0,0,Subconcious
1497,0,0,0,0,1,0,0,0,0,1,1,Subconcious
1498,0,1,0,1,0,0,0,1,0,1,1,Subconcious
1499,0,2,0,0,1,0,1,1,0,2,2,Subconcious
1500,0,0,0,2,0,0,0,0,0,1,1,Subconcious
1501,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1502,0,0,0,0,0,0,0,1,0,1,1,Subconcious
1503,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1504,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1505,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1506,0,1,0,0,1,0,1,1,1,2,1,Subconcious
1507,0,1,0,0,3,0,1,2,0,4,4,Subconcious
1508,0,0,2,0,0,1,0,0,2,0,-2,Subconcious
1509,0,0,0,1,1,0,0,2,0,1,1,Subconcious
1510,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1511,2,0,0,2,0,1,0,0,2,1,-1,Subconcious
1512,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1513,0,0,0,2,0,2,0,1,2,1,-1,Subconcious
1514,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1515,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1516,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1517,0,1,0,0,2,0,0,1,0,2,2,Subconcious
1518,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1519,0,0,0,0,0,0,0,1,0,1,1,Subconcious
1520,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1521,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1522,1,0,0,1,0,0,0,0,1,1,0,Subconcious
1523,0,0,0,0,0,0,0,0,0,2,2,Subconcious
1524,1,2,1,1,1,0,0,1,1,2,1,Subconcious
1525,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1526,0,1,0,0,2,0,1,2,0,2,2,Subconcious
1527,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1528,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1529,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1530,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1531,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1532,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1533,0,0,0,0,0,0,0,1,0,2,2,Subconcious
1534,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1535,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1536,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1537,0,1,0,0,1,0,1,1,0,3,3,Subconcious
1538,0,0,0,0,0,0,0,0,0,2,2,Subconcious
1539,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1540,0,2,0,0,1,0,0,2,0,2,2,Subconcious
1541,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1542,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1543,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1544,0,1,0,0,0,0,0,0,1,1,0,Subconcious
1545,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1546,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1547,0,1,0,0,0,0,0,0,0,1,1,Subconcious
1548,0,0,0,0,2,0,1,1,0,3,3,Subconcious
1549,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1550,0,0,0,1,0,0,0,0,1,0,-1,Subconcious
1551,0,0,0,1,0,0,0,1,0,1,1,Subconcious
1552,1,1,0,0,1,0,1,1,0,1,1,Subconcious
1553,0,1,0,0,1,0,0,1,0,2,2,Subconcious
1554,1,1,1,1,1,0,0,1,0,1,1,Subconcious
1555,0,0,0,0,1,0,1,1,0,1,1,Subconcious
1556,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1557,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1558,0,1,0,1,3,0,0,3,0,3,3,Subconcious
1559,0,1,0,0,1,0,1,1,0,3,3,Subconcious
1560,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1561,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1562,0,1,0,0,1,0,0,1,0,1,1,Subconcious
1563,0,1,0,0,1,0,1,2,0,2,2,Subconcious
1564,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1565,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1566,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1567,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1568,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1569,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1570,0,1,0,0,1,0,0,1,0,1,1,Subconcious
1571,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1572,0,1,0,1,0,0,0,1,2,1,-1,Subconcious
1573,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1574,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1575,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1576,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1577,0,1,0,0,2,0,1,2,0,2,2,Subconcious
1578,0,0,0,0,1,1,1,1,1,1,0,Subconcious
1579,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1580,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1581,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1582,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1583,0,0,0,0,0,0,0,0,0,2,2,Subconcious
1584,0,3,0,0,1,0,1,1,0,3,3,Subconcious
1585,0,1,1,0,1,0,0,2,1,3,2,Subconcious
1586,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1587,0,1,0,0,2,0,1,2,0,2,2,Subconcious
1588,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1589,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1590,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1591,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1592,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1593,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1594,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1595,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1596,0,0,0,0,0,1,0,0,1,0,-1,Subconcious
1597,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1598,0,1,0,1,3,0,0,3,1,5,4,Subconcious
1599,0,1,0,0,0,0,0,0,0,1,1,Subconcious
1600,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1601,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1602,0,0,0,0,1,0,0,1,0,2,2,Subconcious
1603,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1604,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1605,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1606,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1607,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1608,0,1,0,0,2,0,1,2,0,3,3,Subconcious
1609,0,0,0,0,0,0,0,1,0,0,0,Subconcious
1610,0,0,0,0,1,0,0,0,0,1,1,Subconcious
1611,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1612,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1613,0,0,0,0,1,0,0,1,0,3,3,Subconcious
1614,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1615,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1616,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1617,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1618,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1619,0,1,0,0,0,0,0,0,0,1,1,Subconcious
1620,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1621,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1622,0,0,0,0,1,0,0,2,0,2,2,Subconcious
1623,0,2,0,0,1,0,1,1,0,1,1,Subconcious
1624,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1625,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1626,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1627,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1628,0,1,0,0,2,0,0,0,0,2,2,Subconcious
1629,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1630,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1631,0,0,0,0,1,0,0,1,0,2,2,Subconcious
1632,0,1,0,0,1,0,0,1,0,1,1,Subconcious
1633,0,1,0,0,0,0,0,0,0,0,0,Subconcious
1634,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1635,0,1,0,1,1,0,1,2,0,3,3,Subconcious
1636,0,0,0,0,1,0,0,0,0,1,1,Subconcious
1637,0,1,1,0,1,0,1,1,0,1,1,Subconcious
1638,1,2,1,0,1,0,1,1,1,1,0,Subconcious
1639,2,0,2,1,0,2,0,0,3,1,-2,Subconcious
1640,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1641,1,0,0,0,0,0,0,1,1,1,0,Subconcious
1642,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1643,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1644,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1645,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1646,0,0,0,1,2,0,0,2,0,2,2,Subconcious
1647,0,0,0,0,1,0,0,1,0,2,2,Subconcious
1648,1,1,1,1,1,1,1,1,1,1,0,Subconcious
1649,0,1,0,0,1,0,0,2,0,3,3,Subconcious
1650,0,3,0,0,2,0,1,2,0,3,3,Subconcious
1651,0,2,0,0,1,0,1,1,0,2,2,Subconcious
1652,0,2,0,1,3,0,0,3,0,4,4,Subconcious
1653,0,2,0,0,1,0,0,1,1,2,1,Subconcious
1654,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1655,0,1,0,0,1,0,0,1,0,2,2,Subconcious
1656,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1657,1,0,0,0,0,0,1,0,0,0,0,Subconcious
1658,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1659,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1660,0,0,0,0,1,0,0,1,0,1,1,Subconcious
1661,0,1,0,0,2,0,0,2,0,2,2,Subconcious
1662,0,0,0,0,0,0,0,0,0,1,1,Subconcious
1663,0,1,0,0,1,0,1,1,0,1,1,Subconcious
1664,0,0,0,0,0,0,0,0,0,0,0,Subconcious
1665,0,0,0,0,0,0,0,0,0,0,0,Subconcious
