,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,score,Book
93,1,2,1,2,2,1,3,2,2,3,1,Death
94,0,0,0,0,0,0,0,0,0,0,0,Death
95,1,1,1,1,0,1,2,2,1,7,6,Death
96,0,0,1,0,1,0,0,2,1,2,1,Death
97,2,4,3,3,1,3,1,1,4,3,-1,Death
98,1,0,0,2,1,3,0,1,2,1,-1,Death
99,1,3,1,2,0,2,1,1,2,4,2,Death
100,1,0,1,0,1,1,0,1,1,2,1,Death
101,2,2,2,2,1,2,2,2,2,3,1,Death
102,1,0,0,0,0,0,0,1,1,3,2,Death
103,1,1,1,1,1,1,1,0,1,2,1,Death
104,0,0,0,1,0,0,0,0,0,0,0,Death
105,0,1,1,0,2,1,1,2,0,3,3,Death
106,1,4,1,2,0,2,1,2,2,1,-1,Death
107,1,2,1,2,1,1,2,2,2,1,-1,Death
108,0,0,0,0,0,0,0,2,0,3,3,Death
109,1,1,1,2,0,1,1,1,2,4,2,Death
110,1,1,1,1,0,1,1,0,1,1,0,Death
111,3,2,1,3,2,1,2,4,4,5,1,Death
112,2,1,2,2,1,1,3,1,2,1,-1,Death
113,1,2,1,1,1,1,2,1,1,3,2,Death
114,0,1,0,1,1,1,1,2,1,2,1,Death
115,1,1,1,0,1,1,1,1,1,3,2,Death
116,0,0,0,0,0,1,0,1,1,1,0,Death
117,1,2,1,4,1,3,1,0,3,2,-1,Death
118,0,2,0,0,1,0,1,3,0,3,3,Death
119,0,3,1,2,3,1,1,3,2,6,4,Death
120,1,2,1,1,1,1,2,1,1,3,2,Death
121,1,2,1,1,1,1,2,0,1,1,0,Death
122,0,0,0,1,0,1,0,0,1,0,-1,Death
123,1,1,1,2,0,2,1,3,2,2,0,Death
124,1,3,1,2,1,2,1,0,1,1,0,Death
125,1,2,1,1,1,1,1,1,1,2,1,Death
126,0,3,0,1,2,1,1,3,1,6,5,Death
127,0,1,0,1,2,1,0,2,1,4,3,Death
128,1,1,1,1,1,1,2,0,1,1,0,Death
129,1,0,0,0,0,1,0,0,1,0,-1,Death
130,0,1,0,1,1,0,1,3,0,4,4,Death
131,0,1,0,0,0,0,0,0,0,1,1,Death
132,1,3,1,1,2,1,1,2,1,4,3,Death
133,1,1,1,1,0,1,1,2,2,2,0,Death
134,1,2,2,1,1,2,2,2,1,5,4,Death
135,1,1,1,1,0,1,1,2,1,1,0,Death
136,1,2,1,1,1,1,1,3,1,6,5,Death
137,0,2,0,0,2,0,1,1,1,3,2,Death
138,0,1,0,1,0,0,0,0,0,1,1,Death
139,1,1,1,2,1,2,1,1,2,3,1,Death
140,0,1,0,0,2,0,0,0,0,3,3,Death
141,1,3,1,1,1,1,1,2,2,2,0,Death
142,1,2,1,2,2,2,3,1,2,4,2,Death
143,0,1,0,0,0,0,0,1,0,1,1,Death
144,2,1,1,1,1,2,1,0,3,1,-2,Death
145,1,2,1,1,0,1,1,0,1,0,-1,Death
146,1,1,2,2,0,1,1,0,2,0,-2,Death
147,2,3,2,4,3,3,1,2,3,6,3,Death
148,2,1,1,1,2,1,1,2,2,3,1,Death
149,0,2,0,1,1,1,2,2,2,1,-1,Death
150,1,1,1,1,0,1,1,0,1,1,0,Death
151,0,1,0,0,2,0,1,1,0,2,2,Death
152,0,0,0,0,0,1,0,0,1,0,-1,Death
153,1,2,1,1,1,1,1,2,1,2,1,Death
154,2,2,1,2,1,1,1,2,2,2,0,Death
155,1,1,1,1,0,1,1,0,1,0,-1,Death
156,1,2,1,2,0,2,2,1,2,3,1,Death
157,1,1,1,1,0,1,1,0,1,1,0,Death
158,0,0,0,0,0,0,0,0,0,1,1,Death
159,1,2,1,2,2,1,1,1,1,3,2,Death
160,2,1,1,2,0,1,1,3,2,2,0,Death
161,2,2,2,2,0,2,1,1,2,3,1,Death
162,1,1,1,1,0,1,1,1,1,2,1,Death
163,0,1,1,0,0,0,0,3,1,6,5,Death
164,0,1,0,0,2,0,1,2,0,3,3,Death
165,2,2,1,2,0,1,1,0,3,3,0,Death
166,0,0,0,0,0,0,0,1,0,0,0,Death
167,2,3,1,2,1,1,2,2,2,5,3,Death
168,0,1,0,0,1,0,1,2,1,2,1,Death
169,1,5,2,1,2,3,3,1,1,4,3,Death
170,0,0,0,0,0,0,0,0,0,0,0,Death
171,0,0,0,0,0,0,0,0,0,0,0,Death
172,1,1,1,1,0,1,1,0,2,1,-1,Death
173,0,1,0,0,1,0,0,1,1,4,3,Death
174,2,1,1,2,1,2,1,0,2,1,-1,Death
175,1,1,1,2,0,2,1,0,2,0,-2,Death
176,1,1,1,1,0,1,1,1,1,1,0,Death
177,2,1,2,2,0,2,1,0,2,0,-2,Death
178,0,0,0,0,1,0,0,0,0,6,6,Death
179,0,1,0,0,2,0,1,2,0,2,2,Death
180,0,0,0,0,0,0,0,0,1,2,1,Death
181,0,2,0,0,4,0,1,3,0,4,4,Death
182,1,1,1,2,0,2,1,1,2,1,-1,Death
183,2,2,1,1,1,1,1,3,2,4,2,Death
184,1,1,1,1,0,1,1,1,1,1,0,Death
185,0,1,0,0,1,0,2,1,0,2,2,Death
186,0,1,0,1,1,0,0,1,0,4,4,Death
187,0,0,0,0,0,0,0,0,0,1,1,Death
188,1,2,1,1,1,1,2,1,2,2,0,Death
189,1,0,0,1,0,1,0,0,1,1,0,Death
190,1,1,1,1,1,1,2,0,1,2,1,Death
191,0,0,0,0,0,0,0,0,0,2,2,Death
192,1,3,1,1,1,1,2,1,1,2,1,Death
193,0,0,0,0,0,0,0,0,0,0,0,Death
194,1,1,1,1,0,1,1,0,1,1,0,Death
195,1,2,1,1,0,1,1,0,1,0,-1,Death
196,0,0,1,1,0,0,0,0,1,0,-1,Death
197,1,4,1,0,1,0,1,1,1,1,0,Death
198,0,0,0,1,0,1,0,0,1,1,0,Death
199,0,0,0,0,0,0,0,0,0,1,1,Death
200,0,1,0,0,1,0,0,1,0,2,2,Death
201,1,1,1,2,0,1,1,0,1,0,-1,Death
202,1,0,0,0,0,0,0,0,1,1,0,Death
203,0,0,0,1,0,1,0,0,1,0,-1,Death
204,0,0,0,0,0,0,0,1,0,1,1,Death
205,1,1,1,2,0,1,1,1,1,1,0,Death
206,0,2,0,0,0,0,0,0,0,2,2,Death
207,0,2,0,1,1,1,0,0,1,3,2,Death
208,1,1,1,1,0,1,1,0,1,0,-1,Death
209,0,0,0,0,0,0,0,2,0,1,1,Death
210,1,2,1,1,1,1,2,1,1,1,0,Death
211,1,3,1,1,1,1,2,1,1,2,1,Death
212,0,0,0,0,0,0,0,0,0,0,0,Death
213,1,2,1,1,1,1,2,1,2,1,-1,Death
214,1,2,1,1,1,1,1,1,1,1,0,Death
215,0,1,0,0,0,0,0,0,0,1,1,Death
216,1,1,1,2,0,2,1,0,2,1,-1,Death
217,0,0,0,0,0,0,0,1,0,1,1,Death
218,0,2,0,0,1,0,0,1,0,1,1,Death
219,0,0,0,0,0,0,0,0,0,0,0,Death
220,1,3,1,1,2,1,1,2,1,3,2,Death
221,0,0,0,0,0,0,0,1,0,1,1,Death
222,1,2,1,1,1,1,2,1,1,2,1,Death
223,0,1,0,0,0,0,0,0,0,1,1,Death
224,1,3,1,2,1,1,1,1,1,3,2,Death
225,0,1,0,0,1,0,1,1,0,2,2,Death
226,1,1,1,1,0,1,1,1,1,1,0,Death
227,0,2,0,1,2,0,1,2,0,2,2,Death
228,0,0,0,1,0,1,0,0,1,2,1,Death
229,1,3,2,2,0,1,1,1,3,2,-1,Death
230,0,0,0,0,0,1,0,1,1,1,0,Death
231,1,2,1,1,0,1,1,1,1,1,0,Death
232,0,0,0,0,1,0,0,0,0,1,1,Death
233,2,1,1,2,1,2,2,1,3,1,-2,Death
234,1,1,1,2,0,2,1,0,2,2,0,Death
235,0,2,0,0,2,0,2,2,0,2,2,Death
236,0,1,1,0,0,0,0,0,2,0,-2,Death
