,score,Book
3582,0,Subconcious
3583,2,Subconcious
3584,1,Subconcious
3585,0,Subconcious
3586,2,Subconcious
3587,3,Subconcious
3588,2,Subconcious
3589,1,Subconcious
3590,3,Subconcious
3591,1,Subconcious
3592,1,Subconcious
3593,-1,Subconcious
3594,1,Subconcious
3595,0,Subconcious
3596,1,Subconcious
3597,4,Subconcious
3598,1,Subconcious
3599,1,Subconcious
3600,1,Subconcious
3601,2,Subconcious
3602,2,Subconcious
3603,1,Subconcious
3604,3,Subconcious
3605,2,Subconcious
3606,4,Subconcious
3607,0,Subconcious
3608,2,Subconcious
3609,1,Subconcious
3610,2,Subconcious
3611,0,Subconcious
3612,0,Subconcious
3613,0,Subconcious
3614,1,Subconcious
3615,3,Subconcious
3616,1,Subconcious
3617,2,Subconcious
3618,2,Subconcious
3619,0,Subconcious
3620,0,Subconcious
3621,1,Subconcious
3622,1,Subconcious
3623,0,Subconcious
3624,1,Subconcious
3625,2,Subconcious
3626,1,Subconcious
3627,1,Subconcious
3628,1,Subconcious
3629,0,Subconcious
3630,1,Subconcious
3631,1,Subconcious
3632,6,Subconcious
3633,-1,Subconcious
3634,1,Subconcious
3635,1,Subconcious
3636,3,Subconcious
3637,0,Subconcious
3638,1,Subconcious
3639,2,Subconcious
3640,3,Subconcious
3641,1,Subconcious
3642,1,Subconcious
3643,2,Subconcious
3644,2,Subconcious
3645,3,Subconcious
3646,0,Subconcious
3647,0,Subconcious
3648,2,Subconcious
3649,0,Subconcious
3650,1,Subconcious
3651,4,Subconcious
3652,4,Subconcious
3653,0,Subconcious
3654,1,Subconcious
3655,3,Subconcious
3656,2,Subconcious
3657,0,Subconcious
3658,1,Subconcious
3659,-1,Subconcious
3660,2,Subconcious
3661,0,Subconcious
3662,0,Subconcious
3663,3,Subconcious
3664,2,Subconcious
3665,0,Subconcious
3666,1,Subconcious
3667,1,Subconcious
3668,2,Subconcious
3669,3,Subconcious
3670,0,Subconcious
3671,1,Subconcious
3672,2,Subconcious
3673,0,Subconcious
3674,4,Subconcious
3675,0,Subconcious
3676,1,Subconcious
3677,2,Subconcious
3678,0,Subconcious
3679,1,Subconcious
3680,4,Subconcious
3681,3,Subconcious
3682,2,Subconcious
3683,1,Subconcious
3684,1,Subconcious
3685,1,Subconcious
3686,2,Subconcious
3687,5,Subconcious
3688,3,Subconcious
3689,1,Subconcious
3690,0,Subconcious
3691,0,Subconcious
3692,3,Subconcious
3693,1,Subconcious
3694,0,Subconcious
3695,0,Subconcious
3696,2,Subconcious
3697,4,Subconcious
3698,2,Subconcious
3699,4,Subconcious
3700,1,Subconcious
3701,3,Subconcious
3702,4,Subconcious
3703,3,Subconcious
3704,0,Subconcious
3705,2,Subconcious
3706,1,Subconcious
3707,1,Subconcious
3708,1,Subconcious
3709,0,Subconcious
3710,1,Subconcious
3711,1,Subconcious
3712,-1,Subconcious
3713,0,Subconcious
3714,0,Subconcious
3715,2,Subconcious
3716,2,Subconcious
3717,1,Subconcious
3718,0,Subconcious
3719,0,Subconcious
3720,0,Subconcious
3721,-1,Subconcious
3722,4,Subconcious
3723,2,Subconcious
3724,1,Subconcious
3725,2,Subconcious
3726,0,Subconcious
3727,4,Subconcious
3728,1,Subconcious
3729,-1,Subconcious
3730,1,Subconcious
3731,4,Subconcious
3732,2,Subconcious
3733,2,Subconcious
3734,2,Subconcious
3735,1,Subconcious
3736,0,Subconcious
3737,1,Subconcious
3738,2,Subconcious
3739,1,Subconcious
3740,3,Subconcious
3741,0,Subconcious
3742,-1,Subconcious
3743,-2,Subconcious
3744,1,Subconcious
3745,0,Subconcious
3746,2,Subconcious
3747,0,Subconcious
3748,1,Subconcious
3749,1,Subconcious
3750,0,Subconcious
3751,0,Subconcious
3752,2,Subconcious
3753,1,Subconcious
3754,2,Subconcious
3755,2,Subconcious
3756,0,Subconcious
3757,1,Subconcious
3758,1,Subconcious
3759,0,Subconcious
3760,3,Subconcious
3761,1,Subconcious
3762,3,Subconcious
3763,2,Subconcious
3764,1,Subconcious
3765,1,Subconcious
3766,3,Subconcious
3767,0,Subconcious
3768,4,Subconcious
3769,1,Subconcious
3770,1,Subconcious
3771,1,Subconcious
3772,5,Subconcious
3773,4,Subconcious
3774,0,Subconcious
3775,1,Subconcious
3776,0,Subconcious
3777,2,Subconcious
3778,1,Subconcious
3779,0,Subconcious
3780,4,Subconcious
3781,1,Subconcious
3782,2,Subconcious
3783,0,Subconcious
3784,1,Subconcious
3785,3,Subconcious
3786,0,Subconcious
3787,1,Subconcious
3788,1,Subconcious
3789,1,Subconcious
3790,1,Subconcious
3791,1,Subconcious
3792,0,Subconcious
3793,0,Subconcious
3794,2,Subconcious
3795,1,Subconcious
3796,1,Subconcious
3797,0,Subconcious
3798,1,Subconcious
3799,1,Subconcious
3800,2,Subconcious
3801,0,Subconcious
3802,3,Subconcious
3803,-1,Subconcious
3804,0,Subconcious
3805,1,Subconcious
3806,2,Subconcious
3807,0,Subconcious
3808,1,Subconcious
3809,0,Subconcious
3810,1,Subconcious
3811,0,Subconcious
3812,4,Subconcious
3813,1,Subconcious
3814,1,Subconcious
3815,1,Subconcious
3816,3,Subconcious
3817,1,Subconcious
3818,1,Subconcious
3819,0,Subconcious
3820,2,Subconcious
3821,3,Subconcious
3822,1,Subconcious
3823,2,Subconcious
3824,0,Subconcious
3825,1,Subconcious
3826,0,Subconcious
3827,1,Subconcious
3828,5,Subconcious
3829,1,Subconcious
3830,0,Subconcious
3831,2,Subconcious
3832,0,Subconcious
3833,1,Subconcious
3834,0,Subconcious
3835,-1,Subconcious
3836,0,Subconcious
3837,0,Subconcious
3838,3,Subconcious
3839,0,Subconcious
3840,1,Subconcious
3841,0,Subconcious
3842,1,Subconcious
3843,3,Subconcious
3844,2,Subconcious
3845,0,Subconcious
3846,1,Subconcious
3847,0,Subconcious
3848,0,Subconcious
3849,0,Subconcious
3850,2,Subconcious
3851,0,Subconcious
3852,0,Subconcious
3853,1,Subconcious
3854,3,Subconcious
3855,0,Subconcious
3856,1,Subconcious
3857,2,Subconcious
3858,4,Subconcious
3859,0,Subconcious
3860,2,Subconcious
3861,0,Subconcious
3862,0,Subconcious
3863,2,Subconcious
3864,3,Subconcious
3865,1,Subconcious
3866,1,Subconcious
3867,0,Subconcious
3868,1,Subconcious
3869,0,Subconcious
3870,4,Subconcious
3871,0,Subconcious
3872,4,Subconcious
3873,3,Subconcious
3874,3,Subconcious
3875,1,Subconcious
3876,0,Subconcious
3877,1,Subconcious
3878,0,Subconcious
3879,0,Subconcious
3880,0,Subconcious
3881,4,Subconcious
3882,3,Subconcious
3883,2,Subconcious
3884,4,Subconcious
3885,1,Subconcious
3886,0,Subconcious
3887,-1,Subconcious
3888,-2,Subconcious
3889,1,Subconcious
3890,0,Subconcious
3891,0,Subconcious
3892,2,Subconcious
3893,0,Subconcious
3894,0,Subconcious
3895,0,Subconcious
3896,1,Subconcious
3897,1,Subconcious
3898,3,Subconcious
3899,1,Subconcious
3900,1,Subconcious
3901,1,Subconcious
3902,0,Subconcious
3903,1,Subconcious
3904,-2,Subconcious
3905,2,Subconcious
3906,0,Subconcious
3907,1,Subconcious
3908,1,Subconcious
3909,1,Subconcious
3910,0,Subconcious
3911,2,Subconcious
3912,1,Subconcious
3913,1,Subconcious
3914,3,Subconcious
3915,2,Subconcious
3916,1,Subconcious
3917,0,Subconcious
3918,3,Subconcious
3919,0,Subconcious
3920,0,Subconcious
3921,2,Subconcious
3922,0,Subconcious
3923,0,Subconcious
3924,2,Subconcious
3925,1,Subconcious
3926,0,Subconcious
3927,1,Subconcious
3928,1,Subconcious
3929,1,Subconcious
3930,0,Subconcious
3931,1,Subconcious
3932,0,Subconcious
3933,3,Subconcious
3934,2,Subconcious
3935,0,Subconcious
3936,0,Subconcious
3937,1,Subconcious
3938,1,Subconcious
3939,0,Subconcious
3940,0,Subconcious
3941,3,Subconcious
3942,0,Subconcious
3943,-3,Subconcious
3944,1,Subconcious
3945,0,Subconcious
3946,2,Subconcious
3947,1,Subconcious
3948,0,Subconcious
3949,1,Subconcious
3950,1,Subconcious
3951,1,Subconcious
3952,-1,Subconcious
3953,1,Subconcious
3954,1,Subconcious
3955,0,Subconcious
3956,1,Subconcious
3957,0,Subconcious
3958,3,Subconcious
3959,0,Subconcious
3960,0,Subconcious
3961,2,Subconcious
3962,1,Subconcious
3963,1,Subconcious
3964,1,Subconcious
3965,2,Subconcious
3966,2,Subconcious
3967,2,Subconcious
3968,0,Subconcious
3969,3,Subconcious
3970,0,Subconcious
3971,1,Subconcious
3972,1,Subconcious
3973,2,Subconcious
3974,1,Subconcious
3975,1,Subconcious
3976,4,Subconcious
3977,0,Subconcious
3978,0,Subconcious
3979,0,Subconcious
3980,1,Subconcious
3981,0,Subconcious
3982,3,Subconcious
3983,0,Subconcious
3984,4,Subconcious
3985,-1,Subconcious
3986,0,Subconcious
3987,0,Subconcious
3988,6,Subconcious
3989,2,Subconcious
3990,1,Subconcious
3991,0,Subconcious
3992,2,Subconcious
3993,0,Subconcious
3994,-1,Subconcious
3995,1,Subconcious
3996,-1,Subconcious
3997,-1,Subconcious
3998,2,Subconcious
3999,0,Subconcious
4000,1,Subconcious
4001,-2,Subconcious
4002,2,Subconcious
4003,0,Subconcious
4004,0,Subconcious
4005,1,Subconcious
4006,0,Subconcious
4007,1,Subconcious
4008,1,Subconcious
4009,-1,Subconcious
4010,0,Subconcious
4011,1,Subconcious
4012,1,Subconcious
4013,-1,Subconcious
4014,0,Subconcious
4015,1,Subconcious
4016,0,Subconcious
4017,1,Subconcious
4018,1,Subconcious
4019,3,Subconcious
4020,2,Subconcious
4021,4,Subconcious
4022,2,Subconcious
4023,1,Subconcious
4024,1,Subconcious
4025,0,Subconcious
4026,1,Subconcious
4027,0,Subconcious
4028,0,Subconcious
4029,2,Subconcious
4030,1,Subconcious
4031,0,Subconcious
4032,4,Subconcious
4033,1,Subconcious
4034,1,Subconcious
4035,3,Subconcious
4036,1,Subconcious
4037,2,Subconcious
4038,1,Subconcious
4039,0,Subconcious
4040,1,Subconcious
4041,0,Subconcious
4042,1,Subconcious
4043,1,Subconcious
4044,0,Subconcious
4045,0,Subconcious
4046,0,Subconcious
4047,2,Subconcious
4048,1,Subconcious
4049,2,Subconcious
4050,1,Subconcious
4051,1,Subconcious
4052,0,Subconcious
4053,0,Subconcious
4054,4,Subconcious
4055,0,Subconcious
4056,0,Subconcious
4057,0,Subconcious
4058,0,Subconcious
4059,2,Subconcious
4060,2,Subconcious
4061,1,Subconcious
4062,1,Subconcious
4063,3,Subconcious
4064,4,Subconcious
4065,0,Subconcious
4066,2,Subconcious
4067,0,Subconcious
4068,1,Subconcious
4069,2,Subconcious
4070,0,Subconcious
4071,0,Subconcious
4072,-1,Subconcious
4073,0,Subconcious
4074,1,Subconcious
4075,0,Subconcious
4076,0,Subconcious
4077,1,Subconcious
4078,1,Subconcious
4079,0,Subconcious
4080,1,Subconcious
4081,0,Subconcious
4082,0,Subconcious
4083,1,Subconcious
4084,1,Subconcious
4085,1,Subconcious
4086,2,Subconcious
4087,2,Subconcious
4088,1,Subconcious
4089,0,Subconcious
4090,2,Subconcious
4091,3,Subconcious
4092,-1,Subconcious
4093,0,Subconcious
4094,2,Subconcious
4095,1,Subconcious
4096,2,Subconcious
4097,1,Subconcious
4098,3,Subconcious
4099,1,Subconcious
4100,2,Subconcious
4101,1,Subconcious
4102,4,Subconcious
4103,1,Subconcious
4104,1,Subconcious
4105,2,Subconcious
4106,1,Subconcious
4107,1,Subconcious
4108,2,Subconcious
4109,-1,Subconcious
4110,2,Subconcious
4111,4,Subconcious
4112,1,Subconcious
4113,0,Subconcious
4114,1,Subconcious
4115,1,Subconcious
4116,0,Subconcious
4117,4,Subconcious
4118,1,Subconcious
4119,0,Subconcious
4120,1,Subconcious
4121,2,Subconcious
4122,1,Subconcious
4123,1,Subconcious
4124,2,Subconcious
4125,0,Subconcious
4126,2,Subconcious
4127,0,Subconcious
4128,0,Subconcious
4129,1,Subconcious
4130,1,Subconcious
4131,0,Subconcious
4132,0,Subconcious
4133,0,Subconcious
4134,1,Subconcious
4135,1,Subconcious
4136,-1,Subconcious
4137,1,Subconcious
4138,0,Subconcious
4139,1,Subconcious
4140,2,Subconcious
4141,1,Subconcious
4142,2,Subconcious
4143,1,Subconcious
4144,0,Subconcious
4145,4,Subconcious
4146,2,Subconcious
4147,0,Subconcious
4148,1,Subconcious
4149,1,Subconcious
4150,3,Subconcious
4151,0,Subconcious
4152,-1,Subconcious
4153,1,Subconcious
4154,2,Subconcious
4155,-1,Subconcious
4156,1,Subconcious
4157,1,Subconcious
4158,3,Subconcious
4159,2,Subconcious
4160,1,Subconcious
4161,0,Subconcious
4162,0,Subconcious
4163,1,Subconcious
4164,1,Subconcious
4165,0,Subconcious
4166,3,Subconcious
4167,1,Subconcious
4168,3,Subconcious
4169,0,Subconcious
4170,1,Subconcious
4171,1,Subconcious
4172,0,Subconcious
4173,2,Subconcious
4174,0,Subconcious
4175,4,Subconcious
4176,-1,Subconcious
4177,0,Subconcious
4178,1,Subconcious
4179,3,Subconcious
4180,0,Subconcious
4181,4,Subconcious
4182,0,Subconcious
4183,0,Subconcious
4184,1,Subconcious
4185,1,Subconcious
4186,0,Subconcious
4187,1,Subconcious
4188,1,Subconcious
4189,6,Subconcious
4190,3,Subconcious
4191,0,Subconcious
4192,2,Subconcious
4193,3,Subconcious
4194,0,Subconcious
4195,1,Subconcious
4196,2,Subconcious
4197,-2,Subconcious
4198,0,Subconcious
4199,0,Subconcious
4200,2,Subconcious
4201,1,Subconcious
4202,-1,Subconcious
4203,3,Subconcious
4204,0,Subconcious
4205,0,Subconcious
4206,1,Subconcious
4207,2,Subconcious
4208,3,Subconcious
4209,2,Subconcious
4210,1,Subconcious
4211,2,Subconcious
4212,1,Subconcious
4213,1,Subconcious
4214,2,Subconcious
4215,0,Subconcious
4216,2,Subconcious
4217,0,Subconcious
4218,4,Subconcious
4219,0,Subconcious
4220,1,Subconcious
4221,1,Subconcious
4222,1,Subconcious
4223,2,Subconcious
4224,1,Subconcious
4225,1,Subconcious
4226,0,Subconcious
4227,1,Subconcious
4228,2,Subconcious
4229,2,Subconcious
4230,2,Subconcious
4231,1,Subconcious
4232,1,Subconcious
4233,1,Subconcious
4234,2,Subconcious
4235,1,Subconcious
4236,2,Subconcious
4237,1,Subconcious
4238,3,Subconcious
4239,2,Subconcious
4240,0,Subconcious
4241,1,Subconcious
4242,2,Subconcious
4243,3,Subconcious
4244,0,Subconcious
4245,0,Subconcious
4246,0,Subconcious
4247,2,Subconcious
4248,1,Subconcious
4249,1,Subconcious
4250,0,Subconcious
4251,3,Subconcious
4252,0,Subconcious
4253,1,Subconcious
4254,3,Subconcious
4255,1,Subconcious
4256,1,Subconcious
4257,2,Subconcious
4258,0,Subconcious
4259,0,Subconcious
4260,2,Subconcious
4261,1,Subconcious
4262,1,Subconcious
4263,1,Subconcious
4264,1,Subconcious
4265,2,Subconcious
4266,1,Subconcious
4267,2,Subconcious
4268,1,Subconcious
4269,1,Subconcious
4270,-1,Subconcious
4271,1,Subconcious
4272,2,Subconcious
4273,1,Subconcious
4274,1,Subconcious
4275,0,Subconcious
4276,3,Subconcious
4277,3,Subconcious
4278,5,Subconcious
4279,1,Subconcious
4280,2,Subconcious
4281,1,Subconcious
4282,1,Subconcious
4283,2,Subconcious
4284,1,Subconcious
4285,1,Subconcious
4286,1,Subconcious
4287,0,Subconcious
4288,0,Subconcious
4289,2,Subconcious
4290,1,Subconcious
4291,1,Subconcious
4292,0,Subconcious
4293,1,Subconcious
4294,1,Subconcious
4295,1,Subconcious
4296,0,Subconcious
4297,0,Subconcious
4298,1,Subconcious
4299,1,Subconcious
4300,2,Subconcious
4301,1,Subconcious
4302,1,Subconcious
4303,1,Subconcious
4304,1,Subconcious
4305,0,Subconcious
4306,1,Subconcious
4307,1,Subconcious
4308,4,Subconcious
4309,-2,Subconcious
4310,1,Subconcious
4311,0,Subconcious
4312,-1,Subconcious
4313,1,Subconcious
4314,-1,Subconcious
4315,1,Subconcious
4316,0,Subconcious
4317,0,Subconcious
4318,2,Subconcious
4319,1,Subconcious
4320,1,Subconcious
4321,0,Subconcious
4322,1,Subconcious
4323,0,Subconcious
4324,2,Subconcious
4325,1,Subconcious
4326,1,Subconcious
4327,2,Subconcious
4328,0,Subconcious
4329,0,Subconcious
4330,0,Subconcious
4331,0,Subconcious
4332,0,Subconcious
4333,0,Subconcious
4334,2,Subconcious
4335,0,Subconcious
4336,0,Subconcious
4337,0,Subconcious
4338,3,Subconcious
4339,2,Subconcious
4340,0,Subconcious
4341,2,Subconcious
4342,1,Subconcious
4343,1,Subconcious
4344,1,Subconcious
4345,0,Subconcious
4346,1,Subconcious
4347,0,Subconcious
4348,1,Subconcious
4349,3,Subconcious
4350,0,Subconcious
4351,-1,Subconcious
4352,1,Subconcious
4353,1,Subconcious
4354,2,Subconcious
4355,1,Subconcious
4356,1,Subconcious
4357,0,Subconcious
4358,0,Subconcious
4359,3,Subconcious
4360,3,Subconcious
4361,0,Subconcious
4362,0,Subconcious
4363,1,Subconcious
4364,2,Subconcious
4365,0,Subconcious
4366,1,Subconcious
4367,0,Subconcious
4368,1,Subconcious
4369,1,Subconcious
4370,0,Subconcious
4371,1,Subconcious
4372,1,Subconcious
4373,-1,Subconcious
4374,0,Subconcious
4375,1,Subconcious
4376,0,Subconcious
4377,0,Subconcious
4378,2,Subconcious
4379,0,Subconcious
4380,1,Subconcious
4381,1,Subconcious
4382,1,Subconcious
4383,1,Subconcious
4384,2,Subconcious
4385,3,Subconcious
4386,2,Subconcious
4387,0,Subconcious
4388,2,Subconcious
4389,1,Subconcious
4390,1,Subconcious
4391,1,Subconcious
4392,0,Subconcious
4393,0,Subconcious
4394,0,Subconcious
4395,1,Subconcious
4396,1,Subconcious
4397,-1,Subconcious
4398,1,Subconcious
4399,4,Subconcious
4400,1,Subconcious
4401,0,Subconcious
4402,1,Subconcious
4403,2,Subconcious
4404,0,Subconcious
4405,0,Subconcious
4406,1,Subconcious
4407,0,Subconcious
4408,0,Subconcious
4409,3,Subconcious
4410,0,Subconcious
4411,1,Subconcious
4412,1,Subconcious
4413,0,Subconcious
4414,3,Subconcious
4415,0,Subconcious
4416,0,Subconcious
4417,1,Subconcious
4418,0,Subconcious
4419,1,Subconcious
4420,1,Subconcious
4421,0,Subconcious
4422,1,Subconcious
4423,2,Subconcious
4424,1,Subconcious
4425,0,Subconcious
4426,0,Subconcious
4427,1,Subconcious
4428,0,Subconcious
4429,2,Subconcious
4430,1,Subconcious
4431,0,Subconcious
4432,2,Subconcious
4433,1,Subconcious
4434,0,Subconcious
4435,1,Subconcious
4436,3,Subconcious
4437,1,Subconcious
4438,1,Subconcious
4439,0,Subconcious
4440,-2,Subconcious
4441,0,Subconcious
4442,0,Subconcious
4443,0,Subconcious
4444,1,Subconcious
4445,0,Subconcious
4446,1,Subconcious
4447,2,Subconcious
4448,2,Subconcious
4449,0,Subconcious
4450,3,Subconcious
4451,3,Subconcious
4452,2,Subconcious
4453,4,Subconcious
4454,1,Subconcious
4455,0,Subconcious
4456,2,Subconcious
4457,0,Subconcious
4458,0,Subconcious
4459,0,Subconcious
4460,0,Subconcious
4461,1,Subconcious
4462,2,Subconcious
4463,1,Subconcious
4464,1,Subconcious
4465,0,Subconcious
4466,0,Subconcious
4467,0,Subconcious
4468,1,Subconcious
4469,1,Subconcious
4470,0,Subconcious
4471,0,Subconcious
4472,1,Subconcious
4473,1,Subconcious
4474,2,Subconcious
4475,0,Subconcious
4476,0,Subconcious
4477,0,Subconcious
4478,0,Subconcious
4479,0,Subconcious
4480,0,Subconcious
4481,0,Subconcious
4482,0,Subconcious
4483,0,Subconcious
4484,1,Subconcious
4485,-1,Subconcious
4486,1,Subconcious
4487,2,Subconcious
4488,1,Subconcious
4489,1,Subconcious
4490,1,Subconcious
4491,1,Subconcious
4492,1,Subconcious
4493,0,Subconcious
4494,2,Subconcious
4495,0,Subconcious
4496,0,Subconcious
4497,1,Subconcious
4498,0,Subconcious
4499,1,Subconcious
4500,0,Subconcious
4501,2,Subconcious
4502,-2,Subconcious
4503,0,Subconcious
4504,2,Subconcious
4505,0,Subconcious
4506,0,Subconcious
4507,0,Subconcious
4508,1,Subconcious
4509,1,Subconcious
4510,1,Subconcious
4511,2,Subconcious
4512,0,Subconcious
4513,1,Subconcious
4514,1,Subconcious
4515,0,Subconcious
4516,2,Subconcious
4517,0,Subconcious
4518,0,Subconcious
4519,0,Subconcious
4520,1,Subconcious
4521,2,Subconcious
4522,0,Subconcious
4523,1,Subconcious
4524,3,Subconcious
4525,3,Subconcious
4526,0,Subconcious
4527,1,Subconcious
4528,0,Subconcious
4529,0,Subconcious
4530,1,Subconcious
4531,0,Subconcious
4532,1,Subconcious
4533,1,Subconcious
4534,3,Subconcious
4535,1,Subconcious
4536,0,Subconcious
4537,1,Subconcious
4538,0,Subconcious
4539,1,Subconcious
4540,2,Subconcious
4541,0,Subconcious
4542,1,Subconcious
4543,1,Subconcious
4544,5,Subconcious
4545,2,Subconcious
4546,1,Subconcious
4547,4,Subconcious
4548,1,Subconcious
4549,1,Subconcious
4550,1,Subconcious
4551,6,Subconcious
4552,2,Subconcious
4553,1,Subconcious
4554,1,Subconcious
4555,0,Subconcious
4556,0,Subconcious
4557,0,Subconcious
4558,0,Subconcious
4559,0,Subconcious
4560,0,Subconcious
4561,0,Subconcious
4562,-1,Subconcious
4563,1,Subconcious
4564,1,Subconcious
4565,0,Subconcious
4566,1,Subconcious
4567,0,Subconcious
4568,0,Subconcious
4569,1,Subconcious
4570,1,Subconcious
4571,1,Subconcious
4572,2,Subconcious
4573,0,Subconcious
4574,0,Subconcious
4575,0,Subconcious
4576,1,Subconcious
4577,0,Subconcious
4578,1,Subconcious
4579,0,Subconcious
4580,1,Subconcious
4581,3,Subconcious
4582,7,Subconcious
4583,1,Subconcious
4584,0,Subconcious
4585,1,Subconcious
4586,0,Subconcious
4587,1,Subconcious
4588,0,Subconcious
4589,0,Subconcious
4590,0,Subconcious
4591,1,Subconcious
4592,0,Subconcious
4593,0,Subconcious
4594,0,Subconcious
4595,0,Subconcious
4596,2,Subconcious
4597,2,Subconcious
4598,2,Subconcious
4599,1,Subconcious
4600,1,Subconcious
4601,0,Subconcious
4602,0,Subconcious
4603,0,Subconcious
4604,0,Subconcious
4605,1,Subconcious
4606,1,Subconcious
4607,1,Subconcious
4608,1,Subconcious
4609,1,Subconcious
4610,1,Subconcious
4611,1,Subconcious
4612,0,Subconcious
4613,1,Subconcious
4614,0,Subconcious
4615,2,Subconcious
4616,0,Subconcious
4617,3,Subconcious
4618,-1,Subconcious
4619,0,Subconcious
4620,1,Subconcious
4621,1,Subconcious
4622,0,Subconcious
4623,0,Subconcious
4624,2,Subconcious
4625,1,Subconcious
4626,2,Subconcious
4627,1,Subconcious
4628,1,Subconcious
4629,0,Subconcious
4630,1,Subconcious
4631,1,Subconcious
4632,0,Subconcious
4633,1,Subconcious
4634,1,Subconcious
4635,1,Subconcious
4636,0,Subconcious
4637,0,Subconcious
4638,0,Subconcious
4639,0,Subconcious
4640,-1,Subconcious
4641,0,Subconcious
4642,1,Subconcious
4643,4,Subconcious
4644,-2,Subconcious
4645,2,Subconcious
4646,2,Subconcious
4647,1,Subconcious
4648,1,Subconcious
4649,1,Subconcious
4650,1,Subconcious
4651,1,Subconcious
4652,0,Subconcious
4653,1,Subconcious
4654,1,Subconcious
4655,0,Subconcious
4656,1,Subconcious
4657,1,Subconcious
4658,2,Subconcious
4659,0,Subconcious
4660,2,Subconcious
4661,0,Subconcious
4662,0,Subconcious
4663,1,Subconcious
4664,-1,Subconcious
4665,1,Subconcious
4666,2,Subconcious
4667,1,Subconcious
4668,1,Subconcious
4669,1,Subconcious
4670,2,Subconcious
4671,0,Subconcious
4672,1,Subconcious
4673,0,Subconcious
4674,0,Subconcious
4675,0,Subconcious
4676,1,Subconcious
4677,1,Subconcious
4678,0,Subconcious
4679,1,Subconcious
4680,1,Subconcious
4681,2,Subconcious
4682,0,Subconcious
4683,1,Subconcious
4684,0,Subconcious
4685,2,Subconcious
4686,1,Subconcious
4687,1,Subconcious
4688,1,Subconcious
4689,0,Subconcious
4690,0,Subconcious
4691,0,Subconcious
4692,0,Subconcious
4693,1,Subconcious
4694,1,Subconcious
4695,1,Subconcious
4696,2,Subconcious
4697,3,Subconcious
4698,1,Subconcious
4699,1,Subconcious
4700,0,Subconcious
4701,1,Subconcious
4702,0,Subconcious
4703,1,Subconcious
4704,0,Subconcious
4705,1,Subconcious
4706,1,Subconcious
4707,1,Subconcious
4708,0,Subconcious
4709,1,Subconcious
4710,0,Subconcious
4711,1,Subconcious
4712,0,Subconcious
4713,1,Subconcious
4714,2,Subconcious
4715,0,Subconcious
4716,2,Subconcious
4717,0,Subconcious
4718,0,Subconcious
4719,0,Subconcious
4720,1,Subconcious
4721,2,Subconcious
4722,0,Subconcious
4723,1,Subconcious
4724,1,Subconcious
4725,0,Subconcious
4726,1,Subconcious
4727,1,Subconcious
4728,0,Subconcious
4729,0,Subconcious
4730,1,Subconcious
4731,0,Subconcious
4732,1,Subconcious
4733,0,Subconcious
4734,0,Subconcious
4735,0,Subconcious
4736,0,Subconcious
4737,1,Subconcious
4738,2,Subconcious
4739,0,Subconcious
4740,0,Subconcious
4741,0,Subconcious
4742,0,Subconcious
4743,1,Subconcious
4744,1,Subconcious
4745,0,Subconcious
4746,0,Subconcious
4747,0,Subconcious
4748,1,Subconcious
4749,0,Subconcious
4750,3,Subconcious
4751,1,Subconcious
4752,1,Subconcious
4753,1,Subconcious
4754,1,Subconcious
4755,3,Subconcious
4756,0,Subconcious
4757,1,Subconcious
4758,0,Subconcious
4759,0,Subconcious
4760,0,Subconcious
4761,0,Subconcious
4762,4,Subconcious
4763,1,Subconcious
4764,1,Subconcious
4765,0,Subconcious
4766,1,Subconcious
4767,0,Subconcious
4768,2,Subconcious
4769,1,Subconcious
4770,0,Subconcious
4771,1,Subconcious
4772,1,Subconcious
4773,1,Subconcious
4774,0,Subconcious
4775,1,Subconcious
4776,1,Subconcious
4777,2,Subconcious
4778,1,Subconcious
4779,1,Subconcious
4780,1,Subconcious
4781,1,Subconcious
4782,0,Subconcious
4783,0,Subconcious
4784,1,Subconcious
4785,1,Subconcious
4786,0,Subconcious
4787,1,Subconcious
4788,0,Subconcious
4789,1,Subconcious
4790,-1,Subconcious
4791,0,Subconcious
4792,1,Subconcious
4793,2,Subconcious
4794,0,Subconcious
4795,0,Subconcious
4796,2,Subconcious
4797,1,Subconcious
4798,1,Subconcious
4799,0,Subconcious
4800,1,Subconcious
4801,1,Subconcious
4802,0,Subconcious
4803,1,Subconcious
4804,0,Subconcious
4805,1,Subconcious
4806,1,Subconcious
4807,2,Subconcious
4808,4,Subconcious
4809,0,Subconcious
4810,3,Subconcious
4811,0,Subconcious
4812,0,Subconcious
4813,0,Subconcious
4814,0,Subconcious
4815,0,Subconcious
4816,1,Subconcious
4817,0,Subconcious
4818,1,Subconcious
4819,1,Subconcious
4820,1,Subconcious
4821,0,Subconcious
4822,2,Subconcious
4823,2,Subconcious
4824,1,Subconcious
4825,0,Subconcious
4826,0,Subconcious
4827,2,Subconcious
4828,1,Subconcious
4829,1,Subconcious
4830,0,Subconcious
4831,2,Subconcious
4832,0,Subconcious
4833,1,Subconcious
4834,0,Subconcious
4835,1,Subconcious
4836,0,Subconcious
4837,1,Subconcious
4838,2,Subconcious
4839,1,Subconcious
4840,0,Subconcious
4841,2,Subconcious
4842,1,Subconcious
4843,2,Subconcious
4844,1,Subconcious
4845,0,Subconcious
4846,2,Subconcious
4847,1,Subconcious
4848,3,Subconcious
