,score,Book
6605,1,Subconcious
6606,-1,Subconcious
6607,0,Subconcious
6608,1,Subconcious
6609,1,Subconcious
6610,0,Subconcious
6611,1,Subconcious
6612,1,Subconcious
6613,1,Subconcious
6614,0,Subconcious
6615,0,Subconcious
6616,0,Subconcious
6617,0,Subconcious
6618,1,Subconcious
6619,0,Subconcious
6620,0,Subconcious
6621,1,Subconcious
6622,1,Subconcious
6623,0,Subconcious
6624,0,Subconcious
6625,-1,Subconcious
6626,0,Subconcious
6627,0,Subconcious
6628,2,Subconcious
6629,2,Subconcious
6630,0,Subconcious
6631,1,Subconcious
6632,0,Subconcious
6633,1,Subconcious
6634,0,Subconcious
6635,1,Subconcious
6636,0,Subconcious
6637,0,Subconcious
6638,2,Subconcious
6639,0,Subconcious
6640,1,Subconcious
6641,0,Subconcious
6642,0,Subconcious
6643,2,Subconcious
6644,0,Subconcious
6645,1,Subconcious
6646,0,Subconcious
6647,0,Subconcious
6648,1,Subconcious
6649,1,Subconcious
6650,0,Subconcious
6651,0,Subconcious
6652,1,Subconcious
6653,1,Subconcious
6654,0,Subconcious
6655,0,Subconcious
6656,0,Subconcious
6657,2,Subconcious
6658,1,Subconcious
6659,0,Subconcious
6660,1,Subconcious
6661,1,Subconcious
6662,2,Subconcious
6663,0,Subconcious
6664,1,Subconcious
6665,1,Subconcious
6666,1,Subconcious
6667,0,Subconcious
6668,2,Subconcious
6669,0,Subconcious
6670,1,Subconcious
6671,0,Subconcious
6672,0,Subconcious
6673,1,Subconcious
6674,0,Subconcious
6675,1,Subconcious
6676,0,Subconcious
6677,0,Subconcious
6678,0,Subconcious
6679,0,Subconcious
6680,0,Subconcious
6681,0,Subconcious
6682,0,Subconcious
6683,2,Subconcious
6684,0,Subconcious
6685,0,Subconcious
6686,2,Subconcious
6687,2,Subconcious
6688,1,Subconcious
6689,1,Subconcious
6690,0,Subconcious
6691,0,Subconcious
6692,0,Subconcious
6693,2,Subconcious
6694,0,Subconcious
6695,0,Subconcious
6696,0,Subconcious
6697,0,Subconcious
6698,0,Subconcious
6699,0,Subconcious
6700,1,Subconcious
6701,0,Subconcious
6702,1,Subconcious
6703,0,Subconcious
6704,0,Subconcious
6705,1,Subconcious
6706,0,Subconcious
6707,0,Subconcious
6708,0,Subconcious
6709,0,Subconcious
6710,2,Subconcious
6711,1,Subconcious
6712,2,Subconcious
6713,2,Subconcious
6714,0,Subconcious
6715,0,Subconcious
6716,1,Subconcious
6717,0,Subconcious
6718,0,Subconcious
6719,0,Subconcious
6720,0,Subconcious
6721,0,Subconcious
6722,0,Subconcious
6723,1,Subconcious
6724,1,Subconcious
6725,1,Subconcious
6726,1,Subconcious
6727,1,Subconcious
6728,1,Subconcious
6729,1,Subconcious
6730,0,Subconcious
6731,0,Subconcious
6732,0,Subconcious
6733,1,Subconcious
6734,0,Subconcious
6735,1,Subconcious
6736,0,Subconcious
6737,1,Subconcious
6738,1,Subconcious
6739,1,Subconcious
6740,0,Subconcious
6741,0,Subconcious
6742,0,Subconcious
6743,0,Subconcious
6744,-1,Subconcious
6745,1,Subconcious
6746,0,Subconcious
6747,0,Subconcious
6748,1,Subconcious
6749,0,Subconcious
6750,0,Subconcious
6751,1,Subconcious
6752,0,Subconcious
6753,2,Subconcious
6754,0,Subconcious
6755,1,Subconcious
6756,1,Subconcious
6757,2,Subconcious
6758,0,Subconcious
6759,0,Subconcious
6760,0,Subconcious
6761,0,Subconcious
6762,0,Subconcious
6763,1,Subconcious
6764,0,Subconcious
6765,1,Subconcious
6766,0,Subconcious
6767,1,Subconcious
6768,0,Subconcious
6769,0,Subconcious
6770,1,Subconcious
6771,0,Subconcious
6772,2,Subconcious
6773,1,Subconcious
6774,0,Subconcious
6775,0,Subconcious
6776,0,Subconcious
6777,1,Subconcious
6778,0,Subconcious
6779,0,Subconcious
6780,1,Subconcious
6781,2,Subconcious
6782,0,Subconcious
6783,0,Subconcious
6784,0,Subconcious
6785,2,Subconcious
6786,0,Subconcious
6787,0,Subconcious
6788,1,Subconcious
6789,0,Subconcious
6790,2,Subconcious
6791,0,Subconcious
6792,1,Subconcious
6793,2,Subconcious
6794,0,Subconcious
6795,0,Subconcious
6796,0,Subconcious
6797,0,Subconcious
6798,1,Subconcious
6799,1,Subconcious
6800,1,Subconcious
6801,2,Subconcious
6802,0,Subconcious
6803,1,Subconcious
6804,0,Subconcious
6805,0,Subconcious
6806,1,Subconcious
6807,1,Subconcious
6808,1,Subconcious
6809,1,Subconcious
6810,0,Subconcious
6811,0,Subconcious
6812,0,Subconcious
6813,1,Subconcious
6814,1,Subconcious
6815,0,Subconcious
6816,2,Subconcious
6817,1,Subconcious
6818,0,Subconcious
6819,1,Subconcious
6820,0,Subconcious
6821,-2,Subconcious
6822,0,Subconcious
6823,0,Subconcious
6824,0,Subconcious
6825,1,Subconcious
6826,1,Subconcious
6827,1,Subconcious
6828,0,Subconcious
6829,-1,Subconcious
6830,0,Subconcious
6831,1,Subconcious
6832,0,Subconcious
6833,0,Subconcious
6834,0,Subconcious
6835,0,Subconcious
6836,1,Subconcious
6837,1,Subconcious
6838,-1,Subconcious
6839,1,Subconcious
6840,1,Subconcious
6841,0,Subconcious
6842,2,Subconcious
6843,0,Subconcious
6844,0,Subconcious
6845,1,Subconcious
6846,1,Subconcious
6847,0,Subconcious
6848,1,Subconcious
6849,0,Subconcious
6850,1,Subconcious
6851,0,Subconcious
6852,0,Subconcious
6853,1,Subconcious
6854,0,Subconcious
6855,3,Subconcious
6856,2,Subconcious
6857,4,Subconcious
6858,0,Subconcious
6859,0,Subconcious
6860,0,Subconcious
6861,0,Subconcious
6862,0,Subconcious
6863,0,Subconcious
6864,1,Subconcious
6865,1,Subconcious
6866,1,Subconcious
6867,1,Subconcious
6868,1,Subconcious
6869,0,Subconcious
6870,2,Subconcious
6871,1,Subconcious
6872,1,Subconcious
6873,0,Subconcious
6874,0,Subconcious
6875,0,Subconcious
6876,1,Subconcious
6877,0,Subconcious
6878,0,Subconcious
6879,0,Subconcious
6880,1,Subconcious
6881,0,Subconcious
6882,0,Subconcious
6883,0,Subconcious
6884,1,Subconcious
6885,1,Subconcious
6886,3,Subconcious
6887,2,Subconcious
6888,0,Subconcious
6889,2,Subconcious
6890,0,Subconcious
6891,2,Subconcious
6892,-1,Subconcious
6893,1,Subconcious
6894,0,Subconcious
6895,1,Subconcious
6896,1,Subconcious
6897,1,Subconcious
6898,1,Subconcious
6899,2,Subconcious
6900,1,Subconcious
6901,0,Subconcious
6902,1,Subconcious
6903,0,Subconcious
6904,0,Subconcious
6905,1,Subconcious
6906,1,Subconcious
6907,0,Subconcious
6908,0,Subconcious
6909,0,Subconcious
6910,-1,Subconcious
6911,0,Subconcious
6912,0,Subconcious
6913,1,Subconcious
6914,0,Subconcious
6915,1,Subconcious
6916,0,Subconcious
6917,0,Subconcious
6918,0,Subconcious
6919,2,Subconcious
6920,1,Subconcious
6921,2,Subconcious
6922,0,Subconcious
6923,0,Subconcious
6924,0,Subconcious
6925,0,Subconcious
6926,1,Subconcious
6927,1,Subconcious
6928,0,Subconcious
6929,1,Subconcious
6930,1,Subconcious
6931,0,Subconcious
6932,1,Subconcious
6933,0,Subconcious
6934,0,Subconcious
6935,0,Subconcious
6936,0,Subconcious
6937,1,Subconcious
6938,2,Subconcious
6939,0,Subconcious
6940,0,Subconcious
6941,0,Subconcious
6942,0,Subconcious
6943,0,Subconcious
6944,1,Subconcious
6945,2,Subconcious
6946,1,Subconcious
6947,0,Subconcious
6948,0,Subconcious
6949,0,Subconcious
6950,0,Subconcious
6951,0,Subconcious
6952,-1,Subconcious
6953,2,Subconcious
6954,0,Subconcious
6955,0,Subconcious
6956,1,Subconcious
6957,1,Subconcious
6958,1,Subconcious
6959,0,Subconcious
6960,0,Subconcious
6961,2,Subconcious
6962,1,Subconcious
6963,2,Subconcious
6964,0,Subconcious
6965,-1,Subconcious
6966,1,Subconcious
6967,0,Subconcious
6968,0,Subconcious
6969,0,Subconcious
6970,1,Subconcious
6971,1,Subconcious
6972,0,Subconcious
6973,0,Subconcious
6974,0,Subconcious
6975,0,Subconcious
6976,0,Subconcious
6977,2,Subconcious
6978,1,Subconcious
6979,1,Subconcious
6980,2,Subconcious
6981,2,Subconcious
6982,0,Subconcious
6983,0,Subconcious
6984,0,Subconcious
6985,0,Subconcious
6986,0,Subconcious
6987,0,Subconcious
6988,1,Subconcious
6989,1,Subconcious
6990,0,Subconcious
6991,-1,Subconcious
6992,0,Subconcious
6993,0,Subconcious
6994,1,Subconcious
6995,0,Subconcious
6996,0,Subconcious
6997,0,Subconcious
6998,1,Subconcious
6999,0,Subconcious
7000,3,Subconcious
7001,-1,Subconcious
7002,1,Subconcious
7003,1,Subconcious
7004,0,Subconcious
7005,0,Subconcious
7006,0,Subconcious
7007,0,Subconcious
7008,1,Subconcious
7009,0,Subconcious
7010,1,Subconcious
7011,1,Subconcious
7012,3,Subconcious
7013,1,Subconcious
7014,1,Subconcious
7015,0,Subconcious
7016,0,Subconcious
7017,0,Subconcious
7018,2,Subconcious
7019,0,Subconcious
7020,0,Subconcious
7021,0,Subconcious
7022,1,Subconcious
7023,0,Subconcious
7024,0,Subconcious
7025,0,Subconcious
7026,0,Subconcious
7027,0,Subconcious
7028,2,Subconcious
7029,2,Subconcious
7030,1,Subconcious
7031,1,Subconcious
7032,1,Subconcious
7033,0,Subconcious
7034,0,Subconcious
7035,0,Subconcious
7036,0,Subconcious
7037,0,Subconcious
7038,0,Subconcious
7039,2,Subconcious
7040,1,Subconcious
7041,0,Subconcious
7042,1,Subconcious
7043,0,Subconcious
7044,0,Subconcious
7045,0,Subconcious
7046,1,Subconcious
7047,0,Subconcious
7048,1,Subconcious
7049,0,Subconcious
7050,1,Subconcious
7051,0,Subconcious
7052,0,Subconcious
7053,0,Subconcious
7054,1,Subconcious
7055,1,Subconcious
7056,0,Subconcious
7057,-1,Subconcious
7058,1,Subconcious
7059,0,Subconcious
7060,1,Subconcious
7061,-1,Subconcious
7062,2,Subconcious
7063,1,Subconcious
7064,0,Subconcious
7065,1,Subconcious
7066,2,Subconcious
7067,0,Subconcious
7068,0,Subconcious
7069,0,Subconcious
7070,1,Subconcious
7071,1,Subconcious
7072,1,Subconcious
7073,0,Subconcious
7074,0,Subconcious
7075,0,Subconcious
7076,0,Subconcious
7077,0,Subconcious
7078,0,Subconcious
7079,1,Subconcious
7080,1,Subconcious
7081,0,Subconcious
7082,1,Subconcious
7083,3,Subconcious
7084,1,Subconcious
7085,1,Subconcious
7086,0,Subconcious
7087,0,Subconcious
7088,1,Subconcious
7089,0,Subconcious
7090,0,Subconcious
7091,0,Subconcious
7092,0,Subconcious
7093,1,Subconcious
7094,0,Subconcious
7095,1,Subconcious
7096,1,Subconcious
7097,0,Subconcious
7098,1,Subconcious
7099,0,Subconcious
7100,0,Subconcious
7101,0,Subconcious
7102,0,Subconcious
7103,0,Subconcious
7104,0,Subconcious
7105,0,Subconcious
7106,1,Subconcious
7107,0,Subconcious
7108,1,Subconcious
7109,1,Subconcious
7110,1,Subconcious
7111,1,Subconcious
7112,1,Subconcious
7113,0,Subconcious
7114,1,Subconcious
7115,0,Subconcious
7116,0,Subconcious
7117,1,Subconcious
7118,0,Subconcious
7119,0,Subconcious
7120,1,Subconcious
7121,0,Subconcious
7122,0,Subconcious
7123,1,Subconcious
7124,1,Subconcious
7125,0,Subconcious
7126,0,Subconcious
7127,1,Subconcious
7128,0,Subconcious
7129,0,Subconcious
7130,0,Subconcious
7131,1,Subconcious
7132,1,Subconcious
7133,0,Subconcious
7134,-1,Subconcious
7135,0,Subconcious
7136,1,Subconcious
7137,0,Subconcious
7138,0,Subconcious
7139,1,Subconcious
7140,0,Subconcious
7141,0,Subconcious
7142,1,Subconcious
7143,0,Subconcious
7144,1,Subconcious
7145,1,Subconcious
7146,1,Subconcious
7147,1,Subconcious
7148,2,Subconcious
7149,1,Subconcious
7150,5,Subconcious
7151,0,Subconcious
7152,0,Subconcious
7153,0,Subconcious
7154,0,Subconcious
7155,0,Subconcious
7156,3,Subconcious
7157,1,Subconcious
7158,0,Subconcious
7159,1,Subconcious
7160,0,Subconcious
7161,0,Subconcious
7162,1,Subconcious
7163,0,Subconcious
7164,1,Subconcious
7165,1,Subconcious
7166,0,Subconcious
7167,0,Subconcious
7168,0,Subconcious
7169,0,Subconcious
7170,1,Subconcious
7171,1,Subconcious
7172,1,Subconcious
7173,0,Subconcious
7174,1,Subconcious
7175,0,Subconcious
7176,0,Subconcious
7177,1,Subconcious
7178,1,Subconcious
7179,1,Subconcious
7180,0,Subconcious
7181,0,Subconcious
7182,1,Subconcious
7183,0,Subconcious
7184,0,Subconcious
7185,1,Subconcious
7186,1,Subconcious
7187,1,Subconcious
7188,0,Subconcious
7189,0,Subconcious
7190,1,Subconcious
7191,1,Subconcious
7192,1,Subconcious
7193,0,Subconcious
7194,1,Subconcious
7195,0,Subconcious
7196,0,Subconcious
7197,1,Subconcious
7198,0,Subconcious
7199,1,Subconcious
7200,0,Subconcious
7201,1,Subconcious
7202,0,Subconcious
7203,0,Subconcious
7204,0,Subconcious
7205,0,Subconcious
7206,0,Subconcious
7207,0,Subconcious
7208,0,Subconcious
7209,1,Subconcious
7210,0,Subconcious
7211,1,Subconcious
7212,1,Subconcious
7213,0,Subconcious
7214,0,Subconcious
7215,3,Subconcious
7216,0,Subconcious
7217,0,Subconcious
7218,1,Subconcious
7219,0,Subconcious
7220,0,Subconcious
7221,1,Subconcious
7222,0,Subconcious
7223,1,Subconcious
7224,0,Subconcious
7225,0,Subconcious
7226,1,Subconcious
7227,0,Subconcious
7228,0,Subconcious
7229,1,Subconcious
7230,2,Subconcious
7231,1,Subconcious
7232,0,Subconcious
7233,1,Subconcious
7234,0,Subconcious
7235,0,Subconcious
7236,1,Subconcious
7237,1,Subconcious
7238,1,Subconcious
7239,1,Subconcious
7240,1,Subconcious
7241,0,Subconcious
7242,0,Subconcious
7243,0,Subconcious
7244,0,Subconcious
7245,0,Subconcious
7246,1,Subconcious
7247,0,Subconcious
7248,1,Subconcious
7249,0,Subconcious
7250,1,Subconcious
7251,0,Subconcious
7252,1,Subconcious
7253,0,Subconcious
7254,0,Subconcious
7255,1,Subconcious
7256,0,Subconcious
7257,0,Subconcious
7258,0,Subconcious
7259,0,Subconcious
7260,0,Subconcious
7261,0,Subconcious
7262,0,Subconcious
7263,1,Subconcious
7264,0,Subconcious
7265,1,Subconcious
7266,1,Subconcious
7267,1,Subconcious
7268,1,Subconcious
7269,0,Subconcious
7270,1,Subconcious
7271,1,Subconcious
7272,0,Subconcious
7273,0,Subconcious
7274,1,Subconcious
7275,0,Subconcious
7276,2,Subconcious
7277,0,Subconcious
7278,1,Subconcious
7279,0,Subconcious
7280,0,Subconcious
7281,0,Subconcious
7282,1,Subconcious
7283,0,Subconcious
7284,1,Subconcious
7285,1,Subconcious
7286,1,Subconcious
7287,1,Subconcious
7288,0,Subconcious
7289,1,Subconcious
7290,1,Subconcious
7291,0,Subconcious
7292,2,Subconcious
7293,0,Subconcious
7294,1,Subconcious
7295,-1,Subconcious
7296,0,Subconcious
7297,0,Subconcious
7298,0,Subconcious
7299,1,Subconcious
7300,1,Subconcious
7301,1,Subconcious
7302,0,Subconcious
7303,0,Subconcious
7304,0,Subconcious
7305,0,Subconcious
7306,0,Subconcious
7307,1,Subconcious
7308,1,Subconcious
7309,1,Subconcious
7310,0,Subconcious
7311,0,Subconcious
7312,1,Subconcious
7313,0,Subconcious
7314,0,Subconcious
7315,1,Subconcious
7316,0,Subconcious
7317,2,Subconcious
7318,1,Subconcious
7319,1,Subconcious
7320,0,Subconcious
7321,0,Subconcious
7322,0,Subconcious
7323,0,Subconcious
7324,3,Subconcious
7325,0,Subconcious
7326,4,Subconcious
7327,0,Subconcious
7328,1,Subconcious
7329,1,Subconcious
7330,0,Subconcious
7331,0,Subconcious
7332,0,Subconcious
7333,0,Subconcious
7334,1,Subconcious
7335,0,Subconcious
7336,0,Subconcious
7337,0,Subconcious
7338,0,Subconcious
7339,1,Subconcious
7340,1,Subconcious
7341,1,Subconcious
7342,0,Subconcious
7343,2,Subconcious
7344,0,Subconcious
7345,1,Subconcious
7346,0,Subconcious
7347,0,Subconcious
7348,1,Subconcious
7349,2,Subconcious
7350,0,Subconcious
7351,1,Subconcious
7352,0,Subconcious
7353,-1,Subconcious
7354,0,Subconcious
7355,0,Subconcious
7356,0,Subconcious
7357,1,Subconcious
7358,0,Subconcious
7359,0,Subconcious
7360,1,Subconcious
7361,2,Subconcious
7362,2,Subconcious
7363,1,Subconcious
7364,1,Subconcious
7365,0,Subconcious
7366,1,Subconcious
7367,1,Subconcious
7368,1,Subconcious
7369,1,Subconcious
7370,1,Subconcious
7371,0,Subconcious
7372,0,Subconcious
7373,0,Subconcious
7374,0,Subconcious
7375,0,Subconcious
7376,1,Subconcious
7377,0,Subconcious
7378,0,Subconcious
7379,0,Subconcious
7380,0,Subconcious
7381,0,Subconcious
7382,1,Subconcious
7383,0,Subconcious
7384,1,Subconcious
7385,1,Subconcious
7386,1,Subconcious
7387,1,Subconcious
7388,0,Subconcious
7389,0,Subconcious
7390,2,Subconcious
7391,0,Subconcious
7392,1,Subconcious
7393,1,Subconcious
7394,1,Subconcious
7395,0,Subconcious
7396,0,Subconcious
7397,3,Subconcious
7398,0,Subconcious
7399,0,Subconcious
7400,0,Subconcious
7401,0,Subconcious
7402,1,Subconcious
7403,1,Subconcious
7404,1,Subconcious
7405,3,Subconcious
7406,1,Subconcious
7407,0,Subconcious
7408,1,Subconcious
7409,1,Subconcious
7410,0,Subconcious
7411,1,Subconcious
7412,1,Subconcious
7413,1,Subconcious
7414,0,Subconcious
7415,0,Subconcious
7416,-1,Subconcious
7417,2,Subconcious
7418,0,Subconcious
7419,0,Subconcious
7420,1,Subconcious
7421,0,Subconcious
7422,0,Subconcious
7423,1,Subconcious
7424,1,Subconcious
7425,0,Subconcious
7426,-1,Subconcious
7427,0,Subconcious
7428,1,Subconcious
7429,0,Subconcious
7430,0,Subconcious
7431,1,Subconcious
7432,0,Subconcious
7433,0,Subconcious
7434,0,Subconcious
7435,0,Subconcious
7436,2,Subconcious
7437,1,Subconcious
7438,0,Subconcious
7439,1,Subconcious
7440,0,Subconcious
7441,0,Subconcious
7442,0,Subconcious
7443,0,Subconcious
7444,0,Subconcious
7445,1,Subconcious
7446,0,Subconcious
7447,1,Subconcious
7448,1,Subconcious
7449,4,Subconcious
7450,0,Subconcious
7451,0,Subconcious
7452,1,Subconcious
7453,1,Subconcious
7454,0,Subconcious
7455,0,Subconcious
7456,0,Subconcious
7457,0,Subconcious
7458,0,Subconcious
7459,0,Subconcious
7460,1,Subconcious
7461,0,Subconcious
7462,1,Subconcious
7463,1,Subconcious
7464,1,Subconcious
7465,1,Subconcious
7466,1,Subconcious
7467,1,Subconcious
7468,0,Subconcious
7469,1,Subconcious
7470,1,Subconcious
7471,1,Subconcious
7472,1,Subconcious
7473,0,Subconcious
7474,1,Subconcious
7475,1,Subconcious
7476,1,Subconcious
7477,1,Subconcious
7478,1,Subconcious
7479,1,Subconcious
7480,1,Subconcious
7481,0,Subconcious
7482,2,Subconcious
7483,0,Subconcious
7484,0,Subconcious
7485,1,Subconcious
7486,1,Subconcious
7487,0,Subconcious
7488,1,Subconcious
7489,0,Subconcious
7490,2,Subconcious
7491,0,Subconcious
7492,0,Subconcious
7493,1,Subconcious
7494,0,Subconcious
7495,0,Subconcious
7496,-1,Subconcious
7497,0,Subconcious
7498,0,Subconcious
7499,1,Subconcious
7500,1,Subconcious
7501,1,Subconcious
7502,1,Subconcious
7503,0,Subconcious
7504,2,Subconcious
7505,0,Subconcious
7506,0,Subconcious
7507,1,Subconcious
7508,2,Subconcious
7509,0,Subconcious
7510,0,Subconcious
7511,0,Subconcious
7512,2,Subconcious
7513,0,Subconcious
7514,1,Subconcious
7515,1,Subconcious
7516,0,Subconcious
7517,0,Subconcious
7518,1,Subconcious
7519,0,Subconcious
7520,1,Subconcious
7521,0,Subconcious
7522,1,Subconcious
7523,0,Subconcious
7524,1,Subconcious
7525,0,Subconcious
7526,0,Subconcious
7527,0,Subconcious
7528,1,Subconcious
7529,0,Subconcious
7530,0,Subconcious
7531,0,Subconcious
7532,1,Subconcious
7533,0,Subconcious
7534,0,Subconcious
7535,0,Subconcious
7536,0,Subconcious
7537,2,Subconcious
7538,0,Subconcious
7539,0,Subconcious
7540,1,Subconcious
7541,0,Subconcious
7542,0,Subconcious
7543,1,Subconcious
7544,0,Subconcious
7545,0,Subconcious
7546,1,Subconcious
7547,1,Subconcious
7548,0,Subconcious
7549,2,Subconcious
7550,0,Subconcious
7551,0,Subconcious
7552,0,Subconcious
7553,1,Subconcious
7554,2,Subconcious
7555,1,Subconcious
7556,1,Subconcious
7557,2,Subconcious
7558,0,Subconcious
7559,1,Subconcious
7560,0,Subconcious
7561,1,Subconcious
7562,1,Subconcious
7563,1,Subconcious
7564,0,Subconcious
7565,1,Subconcious
7566,1,Subconcious
7567,1,Subconcious
7568,1,Subconcious
7569,1,Subconcious
7570,1,Subconcious
7571,1,Subconcious
7572,1,Subconcious
7573,0,Subconcious
7574,0,Subconcious
7575,0,Subconcious
7576,1,Subconcious
7577,1,Subconcious
7578,1,Subconcious
7579,1,Subconcious
7580,1,Subconcious
7581,0,Subconcious
7582,0,Subconcious
7583,0,Subconcious
7584,0,Subconcious
7585,0,Subconcious
7586,0,Subconcious
7587,0,Subconcious
7588,1,Subconcious
7589,0,Subconcious
7590,1,Subconcious
7591,1,Subconcious
7592,0,Subconcious
7593,1,Subconcious
7594,1,Subconcious
7595,1,Subconcious
7596,0,Subconcious
7597,1,Subconcious
7598,1,Subconcious
7599,0,Subconcious
7600,0,Subconcious
7601,0,Subconcious
7602,0,Subconcious
7603,0,Subconcious
7604,1,Subconcious
7605,0,Subconcious
7606,0,Subconcious
7607,1,Subconcious
7608,0,Subconcious
7609,0,Subconcious
7610,0,Subconcious
7611,1,Subconcious
7612,0,Subconcious
7613,1,Subconcious
7614,1,Subconcious
7615,0,Subconcious
7616,0,Subconcious
7617,0,Subconcious
7618,0,Subconcious
7619,1,Subconcious
7620,0,Subconcious
7621,1,Subconcious
7622,1,Subconcious
7623,0,Subconcious
7624,1,Subconcious
7625,1,Subconcious
7626,0,Subconcious
7627,1,Subconcious
7628,0,Subconcious
7629,0,Subconcious
7630,0,Subconcious
7631,1,Subconcious
7632,0,Subconcious
7633,0,Subconcious
7634,0,Subconcious
7635,0,Subconcious
7636,1,Subconcious
7637,2,Subconcious
7638,1,Subconcious
7639,0,Subconcious
7640,0,Subconcious
7641,0,Subconcious
7642,0,Subconcious
7643,0,Subconcious
7644,0,Subconcious
7645,1,Subconcious
7646,0,Subconcious
7647,0,Subconcious
7648,0,Subconcious
7649,0,Subconcious
7650,0,Subconcious
7651,1,Subconcious
7652,2,Subconcious
7653,1,Subconcious
7654,0,Subconcious
7655,1,Subconcious
7656,1,Subconcious
7657,0,Subconcious
7658,0,Subconcious
7659,0,Subconcious
7660,0,Subconcious
7661,0,Subconcious
7662,1,Subconcious
7663,1,Subconcious
7664,0,Subconcious
7665,1,Subconcious
7666,0,Subconcious
7667,0,Subconcious
7668,1,Subconcious
7669,1,Subconcious
7670,1,Subconcious
7671,0,Subconcious
7672,1,Subconcious
7673,1,Subconcious
7674,1,Subconcious
7675,0,Subconcious
7676,1,Subconcious
7677,1,Subconcious
7678,1,Subconcious
7679,1,Subconcious
7680,1,Subconcious
7681,-1,Subconcious
7682,1,Subconcious
7683,1,Subconcious
7684,0,Subconcious
7685,0,Subconcious
7686,0,Subconcious
7687,1,Subconcious
7688,0,Subconcious
7689,0,Subconcious
7690,1,Subconcious
7691,0,Subconcious
7692,1,Subconcious
7693,1,Subconcious
7694,0,Subconcious
7695,0,Subconcious
7696,0,Subconcious
7697,0,Subconcious
7698,0,Subconcious
7699,0,Subconcious
7700,2,Subconcious
7701,0,Subconcious
7702,1,Subconcious
7703,0,Subconcious
7704,0,Subconcious
7705,0,Subconcious
7706,1,Subconcious
7707,1,Subconcious
7708,0,Subconcious
7709,2,Subconcious
7710,1,Subconcious
7711,2,Subconcious
7712,0,Subconcious
7713,2,Subconcious
7714,1,Subconcious
7715,1,Subconcious
7716,0,Subconcious
7717,2,Subconcious
7718,0,Subconcious
7719,0,Subconcious
7720,0,Subconcious
7721,0,Subconcious
7722,0,Subconcious
7723,0,Subconcious
7724,1,Subconcious
7725,1,Subconcious
7726,0,Subconcious
7727,0,Subconcious
7728,1,Subconcious
7729,0,Subconcious
7730,0,Subconcious
7731,1,Subconcious
7732,0,Subconcious
7733,0,Subconcious
7734,1,Subconcious
7735,0,Subconcious
7736,2,Subconcious
7737,0,Subconcious
7738,0,Subconcious
7739,1,Subconcious
7740,0,Subconcious
7741,1,Subconcious
7742,0,Subconcious
7743,1,Subconcious
7744,0,Subconcious
7745,0,Subconcious
7746,1,Subconcious
7747,0,Subconcious
7748,1,Subconcious
7749,0,Subconcious
7750,2,Subconcious
7751,0,Subconcious
7752,1,Subconcious
7753,0,Subconcious
7754,1,Subconcious
7755,0,Subconcious
7756,1,Subconcious
7757,0,Subconcious
7758,0,Subconcious
7759,1,Subconcious
7760,1,Subconcious
7761,-1,Subconcious
7762,1,Subconcious
7763,1,Subconcious
7764,1,Subconcious
7765,0,Subconcious
7766,-1,Subconcious
7767,1,Subconcious
7768,0,Subconcious
7769,0,Subconcious
7770,0,Subconcious
7771,0,Subconcious
7772,0,Subconcious
7773,0,Subconcious
7774,-1,Subconcious
7775,2,Subconcious
7776,0,Subconcious
7777,0,Subconcious
7778,0,Subconcious
7779,0,Subconcious
7780,0,Subconcious
7781,1,Subconcious
7782,0,Subconcious
7783,0,Subconcious
7784,1,Subconcious
7785,0,Subconcious
7786,1,Subconcious
7787,1,Subconcious
7788,0,Subconcious
7789,2,Subconcious
7790,1,Subconcious
7791,1,Subconcious
7792,1,Subconcious
7793,0,Subconcious
7794,0,Subconcious
7795,2,Subconcious
7796,0,Subconcious
7797,0,Subconcious
7798,2,Subconcious
7799,1,Subconcious
7800,0,Subconcious
7801,0,Subconcious
7802,2,The Secret
7803,3,The Secret
7804,-1,The Secret
7805,1,The Secret
7806,4,The Secret
7807,0,The Secret
7808,4,The Secret
7809,1,The Secret
7810,-1,The Secret
7811,4,The Secret
7812,1,The Secret
7813,1,The Secret
7814,2,The Secret
7815,1,The Secret
7816,3,The Secret
7817,2,The Secret
7818,-1,The Secret
7819,3,The Secret
7820,4,The Secret
7821,4,The Secret
7822,2,The Secret
7823,2,The Secret
7824,5,The Secret
7825,1,The Secret
7826,3,The Secret
7827,1,The Secret
7828,-1,The Secret
7829,1,The Secret
7830,2,The Secret
7831,15,The Secret
7832,0,The Secret
7833,2,The Secret
7834,3,The Secret
7835,1,The Secret
7836,4,The Secret
7837,1,The Secret
7838,2,The Secret
7839,3,The Secret
7840,3,The Secret
7841,-1,The Secret
7842,0,The Secret
7843,5,The Secret
7844,4,The Secret
7845,2,The Secret
7846,8,The Secret
7847,1,The Secret
7848,4,The Secret
7849,3,The Secret
7850,3,The Secret
7851,3,The Secret
7852,-2,The Secret
7853,0,The Secret
7854,-1,The Secret
7855,0,The Secret
7856,6,The Secret
7857,0,The Secret
7858,1,The Secret
7859,7,The Secret
7860,0,The Secret
7861,1,The Secret
7862,8,The Secret
7863,1,The Secret
7864,1,The Secret
7865,5,The Secret
7866,0,The Secret
7867,2,The Secret
7868,5,The Secret
7869,6,The Secret
7870,-1,The Secret
7871,7,The Secret
7872,3,The Secret
7873,2,The Secret
7874,3,The Secret
7875,1,The Secret
7876,7,The Secret
7877,4,The Secret
7878,1,The Secret
7879,2,The Secret
7880,3,The Secret
